Gene1,Gene2
ZFX,PRPF39
ZFX,PRPF4
ZFX,PRPF4B
ZFX,PRPF8
ZFX,PRPSAP1
ZFX,PRR12
ZFX,PRR15L
ZFX,PRR5
ZFX,PRR7
ZFX,PRRC2A
ZFX,PRRC2B
ZFX,PRRC2C
ZFX,PRRG3
ZFX,PSAT1
ZFX,PSD2
ZFX,PSEN1
ZFX,PSKH1
ZFX,PSMA1
ZFX,PSMA2
ZFX,PSMA3
ZFX,PSMA4
ZFX,PSMA5
ZFX,PSMA6
ZFX,PSMA8
ZFX,PSMB5
ZFX,PSMB6
ZFX,PSMC4
ZFX,PSMD11
ZFX,PSMD14
ZFX,PSMD3
ZFX,PSMD7
ZFX,PSME3
ZFX,PSPH
ZFX,PSTPIP1
ZFX,PTBP1
ZFX,PTBP2
ZFX,PTCD2
ZFX,PTCRA
ZFX,PTER
ZFX,PTGES2
ZFX,PTGES3
ZFX,PTK2
ZFX,PTMA
ZFX,PTMS
ZFX,PTP4A1
ZFX,PTP4A2
ZFX,PTPDC1
ZFX,PTPLAD1
ZFX,PTPN11
ZFX,PTPN20
ZFX,PTPN9
ZFX,PUM1
ZFX,PUM2
ZFX,PURA
ZFX,PWP1
ZFX,PWWP2B
ZFX,PXMP2
ZFX,PYCR2
ZFX,PYCRL
ZFX,PYGO1
ZFX,QARS
ZFX,QSER1
ZFX,R3HDM1
ZFX,R74862
ZFX,RAB1
ZFX,RAB11B
ZFX,RAB11FIP2
ZFX,RAB11FIP5
ZFX,RAB12
ZFX,RAB14
ZFX,RAB1B
ZFX,RAB22A
ZFX,RAB23
ZFX,RAB28
ZFX,RAB2A
ZFX,RAB30
ZFX,RAB34
ZFX,RAB39B
ZFX,RAB5A
ZFX,RABEP1
ZFX,RABGGTB
ZFX,RABL6
ZFX,RAC1
ZFX,RAD23B
ZFX,RAD51C
ZFX,RAD54B
ZFX,RAD54L2
ZFX,RAE1
ZFX,RAET1A
ZFX,RAF1
ZFX,RAI1
ZFX,RALA
ZFX,RALBP1
ZFX,RALGAPA1
ZFX,RALY
ZFX,RAN
ZFX,RANBP1
ZFX,RANBP17
ZFX,RANBP2
ZFX,RANBP3
ZFX,RANBP9
ZFX,RAPGEF1
ZFX,RASA2
ZFX,RASD2
ZFX,RASSF1
ZFX,RAVER1
ZFX,RAVER1-FDX1L
ZFX,RAVER2
ZFX,RB1CC1
ZFX,RBAK
ZFX,RBBP6
ZFX,RBBP8
ZFX,RBCK1
ZFX,RBKS
ZFX,RBL2
ZFX,RBM12
ZFX,RBM12B1
ZFX,RBM12B2
ZFX,RBM14
ZFX,RBM15B
ZFX,RBM17
ZFX,RBM22
ZFX,RBM25
ZFX,RBM26
ZFX,RBM27
ZFX,RBM33
ZFX,RBM39
ZFX,RBM6
ZFX,RBM7
ZFX,RBMXL1
ZFX,RBMXL2
ZFX,RBP7
ZFX,RBX1
ZFX,RC3H2
ZFX,RCBTB1
ZFX,RCC2
ZFX,RCN2
ZFX,RCOR1
ZFX,RDH14
ZFX,RDH5
ZFX,RDX
ZFX,REEP3
ZFX,REEP4
ZFX,REEP5
ZFX,RELA
ZFX,REPIN1
ZFX,RETSAT
ZFX,REV1
ZFX,REXO4
ZFX,RFESD
ZFX,RFK
ZFX,RFWD3
ZFX,RFX1
ZFX,RFXAP
ZFX,RGMB
ZFX,RGP1
ZFX,RGS22
ZFX,RGS9BP
ZFX,RHBDD3
ZFX,RHBDF1
ZFX,RHBDL2
ZFX,RHOA
ZFX,RHOG
ZFX,RHOQ
ZFX,RHOT1
ZFX,RIC8B
ZFX,RIF1
ZFX,RIMS2
ZFX,RIOK1
ZFX,RLBP1
ZFX,RMI1
ZFX,RMND1
ZFX,RMND5A
ZFX,RN45S
ZFX,RN4.5S
ZFX,RNASEH2C
ZFX,RNF10
ZFX,RNF103
ZFX,RNF11
ZFX,RNF123
ZFX,RNF13
ZFX,RNF138
ZFX,RNF139
ZFX,RNF14
ZFX,RNF151
ZFX,RNF166
ZFX,RNF169
ZFX,RNF17
ZFX,RNF180
ZFX,RNF19A
ZFX,RNF2
ZFX,RNF215
ZFX,RNF219
ZFX,RNF4
ZFX,RNF44
ZFX,RNF7
ZFX,RNF8
ZFX,RNLS
ZFX,RNPEP
ZFX,RNPEPL1
ZFX,RNU12
ZFX,ROCK2
ZFX,RP2H
ZFX,RP9
ZFX,RPAP3
ZFX,RPIA
ZFX,RPL10L
ZFX,RPL14
ZFX,RPL19
ZFX,RPL21
ZFX,RPL22
ZFX,RPL23
ZFX,RPL27
ZFX,RPL28
ZFX,RPL3
ZFX,RPL30
ZFX,RPL35
ZFX,RPL36AL
ZFX,RPL37
ZFX,RPL38
ZFX,RPL4
ZFX,RPLP0
ZFX,RPS14
ZFX,RPS17
ZFX,RPS19
ZFX,RPS2
ZFX,RPS20
ZFX,RPS21
ZFX,RPS24
ZFX,RPS27A
ZFX,RPS27L
ZFX,RPS5
ZFX,RPS6
ZFX,RPS6KA2
ZFX,RPS6KA4
ZFX,RQCD1
ZFX,RRAGC
ZFX,RRAS2
ZFX,RREB1
ZFX,RRN3
ZFX,RSPH3B
ZFX,RSRC1
ZFX,RTCD1
ZFX,RTF1
ZFX,RUFY1
ZFX,RUVBL2
ZFX,RYK
ZFX,S100PBP
ZFX,SAMD10
ZFX,SAP18
ZFX,SAP25
ZFX,SAR1B
ZFX,SARNP
ZFX,SARS2
ZFX,SART3
ZFX,SBDS
ZFX,SC4MOL
ZFX,SC5D
ZFX,SCAF1
ZFX,SCAF11
ZFX,SCAF8
ZFX,SCAMP2
ZFX,SCCPDH
ZFX,SCFD2
ZFX,SCG5
ZFX,SCO2
ZFX,SCOC
ZFX,SCYL1
ZFX,SDCCAG8
ZFX,SDF2
ZFX,SDF4
ZFX,SDHAF2
ZFX,SDHB
ZFX,SEC1
ZFX,SEC14L4
ZFX,SEC24B
ZFX,SEC61A1
ZFX,SEC62
ZFX,SEH1L
ZFX,SEMA3F
ZFX,SENP2
ZFX,SENP6
ZFX,SENP8
ZFX,SEPHS1
ZFX,SEPT7
ZFX,SEPT8
ZFX,SERINC3
ZFX,SERPINB6A
ZFX,SERTAD2
ZFX,SESN1
ZFX,SESTD1
ZFX,SET
ZFX,SETD1A
ZFX,SETD1B
ZFX,SETD2
ZFX,SETD3
ZFX,SETD5
ZFX,SETMAR
ZFX,SETX
ZFX,SF1
ZFX,SF3B1
ZFX,SF3B3
ZFX,SF3B4
ZFX,SFI1
ZFX,SFMBT1
ZFX,SFPQ
ZFX,SFRS18
ZFX,SFT2D3
ZFX,SGCD
ZFX,SGK1
ZFX,SGOL1
ZFX,SGPP1
ZFX,SH2D4A
ZFX,SH3BP2
ZFX,SH3GL1
ZFX,SH3GL2
ZFX,SH3GLB1
ZFX,SHARPIN
ZFX,SHC1
ZFX,SHC2
ZFX,SHE
ZFX,SHFM1
ZFX,SHOC2
ZFX,SHOX2
ZFX,SIAE
ZFX,SIAH1A
ZFX,SIDT2
ZFX,SIKE1
ZFX,SIL1
ZFX,SIN3B
ZFX,SIVA1
ZFX,SKA3
ZFX,SKI
ZFX,SLAIN1
ZFX,SLAIN2
ZFX,SLC12A7
ZFX,SLC23A2
ZFX,SLC25A10
ZFX,SLC25A32
ZFX,SLC25A33
ZFX,SLC25A36
ZFX,SLC25A40
ZFX,SLC25A42
ZFX,SLC25A43
ZFX,SLC25A45
ZFX,SLC27A3
ZFX,SLC29A3
ZFX,SLC30A1
ZFX,SLC30A10
ZFX,SLC30A4
ZFX,SLC30A5
ZFX,SLC35A3
ZFX,SLC35F5
ZFX,SLC38A6
ZFX,SLC39A13
ZFX,SLC39A3
ZFX,SLC39A6
ZFX,SLC39A9
ZFX,SLC44A1
ZFX,SLC48A1
ZFX,SLC4A11
ZFX,SLC4A7
ZFX,SLC5A6
ZFX,SLC6A6
ZFX,SLC6A9
ZFX,SLC7A6
ZFX,SLC9A8
ZFX,SLFN14-PS
ZFX,SLMO1
ZFX,SLTM
ZFX,SMAD2
ZFX,SMAD4
ZFX,SMAD7
ZFX,SMAGP
ZFX,SMAP1
ZFX,SMARCA5
ZFX,SMARCA5-PS
ZFX,SMARCAD1
ZFX,SMARCC2
ZFX,SMARCD2
ZFX,SMARCD3
ZFX,SMARCE1
ZFX,SMC6
ZFX,SMCR7
ZFX,SMCR8
ZFX,SMG1
ZFX,SMG5
ZFX,SMG6
ZFX,SMNDC1
ZFX,SMO
ZFX,SMPD2
ZFX,SMPD4
ZFX,SMURF2
ZFX,SMYD2
ZFX,SMYD5
ZFX,SNAPIN
ZFX,SNCG
ZFX,SNHG4
ZFX,SNHG6
ZFX,SNHG9
ZFX,SNORA21
ZFX,SNORA26
ZFX,SNORA41
ZFX,SNORA64
ZFX,SNORA74A
ZFX,SNORA78
ZFX,SNORA81
ZFX,SNORD110
ZFX,SNORD16A
ZFX,SNORD19
ZFX,SNORD2
ZFX,SNORD43
ZFX,SNORD45B
ZFX,SNORD45C
ZFX,SNORD57
ZFX,SNORD58B
ZFX,SNORD69
ZFX,SNORD72
ZFX,SNORD83B
ZFX,SNORD87
ZFX,SNRNP70
ZFX,SNRPB
ZFX,SNRPD1
ZFX,SNRPD3
ZFX,SNX14
ZFX,SNX15
ZFX,SNX2
ZFX,SNX21
ZFX,SNX24
ZFX,SNX3
ZFX,SNX4
ZFX,SNX9
ZFX,SOAT1
ZFX,SOCS2
ZFX,SOCS3
ZFX,SOCS6
ZFX,SOCS7
ZFX,SOD1
ZFX,SOD2
ZFX,SON
ZFX,SOS1
ZFX,SOX15
ZFX,SOX18
ZFX,SOX2
ZFX,SP3
ZFX,SPA17
ZFX,SPAG5
ZFX,SPAST
ZFX,SPATA17
ZFX,SPATA25
ZFX,SPATA6
ZFX,SPDYA
ZFX,SPEG
ZFX,SPESP1
ZFX,SPG20
ZFX,SPG7
ZFX,SPHK2
ZFX,SPINK10
ZFX,SPINT2
ZFX,SPNB2
ZFX,SPO11
ZFX,SPRY2
ZFX,SPRY4
ZFX,SPRYD3
ZFX,SQSTM1
ZFX,SRC
ZFX,SREBF1
ZFX,SRF
ZFX,SRP19
ZFX,SRP9
ZFX,SRPK1
ZFX,SRSF1
ZFX,SRSF10
ZFX,SRSF11
ZFX,SRSF7
ZFX,SS18
ZFX,SS18L1
ZFX,SSNA1
ZFX,SSRP1
ZFX,ST13
ZFX,ST14
ZFX,ST3GAL3
ZFX,ST6GALNAC2
ZFX,ST6GALNAC4
ZFX,ST6GALNAC6
ZFX,ST7L
ZFX,STARD3NL
ZFX,STARD7
ZFX,STAU1
ZFX,STAU2
ZFX,STIM1
ZFX,STIM2
ZFX,STK24
ZFX,STK25
ZFX,STK3
ZFX,STK31
ZFX,STK32C
ZFX,STOML1
ZFX,STRADA
ZFX,STRN3
ZFX,STRN4
ZFX,STX12
ZFX,STX16
ZFX,STX17
ZFX,STX3
ZFX,STX4A
ZFX,STXBP4
ZFX,SUB1
ZFX,SUCLG2
ZFX,SUFU
ZFX,SUGP1
ZFX,SUMF1
ZFX,SUMO1
ZFX,SUN1
ZFX,SUPV3L1
ZFX,SURF4
ZFX,SWI5
ZFX,SYCE2
ZFX,SYCP1
ZFX,SYCP3
ZFX,SYF2
ZFX,SYNGR2
ZFX,SYT14
ZFX,SYT9
ZFX,TAB1
ZFX,TADA3
ZFX,TAF1B
ZFX,TAF5L
ZFX,TAF8
ZFX,TAOK1
ZFX,TAPT1
ZFX,TARDBP
ZFX,TATDN2
ZFX,TATDN3
ZFX,TAX1BP1
ZFX,TBC1D10B
ZFX,TBC1D10C
ZFX,TBC1D12
ZFX,TBC1D14
ZFX,TBC1D24
ZFX,TBC1D5
ZFX,TBC1D8
ZFX,TBC1D9
ZFX,TBC1D9B
ZFX,TBCA
ZFX,TBL1XR1
ZFX,TBRG3
ZFX,TCEB1
ZFX,TCEB3
ZFX,TCERG1
ZFX,TCF12
ZFX,TCF7
ZFX,TCTA
ZFX,TCTE2
ZFX,TCTEX1D4
ZFX,TCTN1
ZFX,TDRD12
ZFX,TDRD3
ZFX,TEF
ZFX,TERC
ZFX,TESK1
ZFX,TET2
ZFX,TEX12
ZFX,TEX14
ZFX,TEX19.1
ZFX,TEX19.2
ZFX,TEX264
ZFX,TFDP1
ZFX,TFEB
ZFX,TFRC
ZFX,TGDS
ZFX,TGFBR1
ZFX,THAP2
ZFX,THAP3
ZFX,THAP4
ZFX,THAP7
ZFX,THBS3
ZFX,THNSL2
ZFX,THOC7
ZFX,THRAP3
ZFX,THUMPD1
ZFX,THUMPD2
ZFX,THUMPD3
ZFX,TIA1
ZFX,TIGD5
ZFX,TIMP2
ZFX,TJP1
ZFX,TK2
ZFX,TKT
ZFX,TLK2
ZFX,TM2D1
ZFX,TM2D2
ZFX,TM9SF2
ZFX,TM9SF3
ZFX,TMCO4
ZFX,TMED2
ZFX,TMED7
ZFX,TMEM11
ZFX,TMEM115
ZFX,TMEM127
ZFX,TMEM131
ZFX,TMEM134
ZFX,TMEM143
ZFX,TMEM146
ZFX,TMEM165
ZFX,TMEM170B
ZFX,TMEM175
ZFX,TMEM183A
ZFX,TMEM198
ZFX,TMEM200B
ZFX,TMEM201
ZFX,TMEM203
ZFX,TMEM208
ZFX,TMEM214
ZFX,TMEM231
ZFX,TMEM245
ZFX,TMEM246
ZFX,TMEM30B
ZFX,TMEM5
ZFX,TMEM50B
ZFX,TMEM64
ZFX,TMEM65
ZFX,TMEM8
ZFX,TMEM85
ZFX,TMEM8B
ZFX,TMEM93
ZFX,TMEM97
ZFX,TMOD3
ZFX,TMPO
ZFX,TMSB4X
ZFX,TMTC3
ZFX,TMUB1
ZFX,TMX4
ZFX,TNFSF12
ZFX,TNKS2
ZFX,TNPO1
ZFX,TNPO2
ZFX,TNRC6A
ZFX,TOP1
ZFX,TOP2B
ZFX,TOP3B
ZFX,TOPBP1
ZFX,TOR1AIP2
ZFX,TPD52L2
ZFX,TPI1
ZFX,TPM2
ZFX,TPM4
ZFX,TPP2
ZFX,TPR
ZFX,TPST2
ZFX,TRAFD1
ZFX,TRAPPC6A
ZFX,TREX1
ZFX,TRIM23
ZFX,TRIM27
ZFX,TRIM28
ZFX,TRIM33
ZFX,TRIM35
ZFX,TRIM39
ZFX,TRIM44
ZFX,TRIM52
ZFX,TRIP13
ZFX,TRIT1
ZFX,TRMT1
ZFX,TRMT2A
ZFX,TRMU
ZFX,TRNAU1AP
ZFX,TRNP1
ZFX,TRP53BP2
ZFX,TRPC4AP
ZFX,TRPM7
ZFX,TRRAP
ZFX,TRUB1
ZFX,TSC22D4
ZFX,TSEN34
ZFX,TSHZ1
ZFX,TSPAN3
ZFX,TSPAN32
ZFX,TSPYL5
ZFX,TSR2
ZFX,TSSK1
ZFX,TST
ZFX,TSTD2
ZFX,TTC13
ZFX,TTC39A
ZFX,TTC39C
ZFX,TTC7B
ZFX,TTC9C
ZFX,TTK
ZFX,TTLL12
ZFX,TTLL4
ZFX,TTPA
ZFX,TTPAL
ZFX,TTYH2
ZFX,TUBA1B
ZFX,TUBA1C
ZFX,TUBD1
ZFX,TUBGCP5
ZFX,TUG1
ZFX,TULP2
ZFX,TWF2
ZFX,TWSG1
ZFX,TXN1
ZFX,TXNDC15
ZFX,TXNDC17
ZFX,TXNDC5
ZFX,TXNL1
ZFX,TYMP
ZFX,TYRO3
ZFX,TYSND1
ZFX,U2AF1
ZFX,U2AF2
ZFX,UAP1L1
ZFX,UBA2
ZFX,UBA52
ZFX,UBAP2L
ZFX,UBC
ZFX,UBE2B
ZFX,UBE2D2A
ZFX,UBE2E1
ZFX,UBE2I
ZFX,UBE2J2
ZFX,UBE2K
ZFX,UBE2L3
ZFX,UBE2M
ZFX,UBE2N
ZFX,UBE2Q2
ZFX,UBE2R2
ZFX,UBE2S
ZFX,UBE2W
ZFX,UBE3A
ZFX,UBFD1
ZFX,UBL3
ZFX,UBOX5
ZFX,UBP1
ZFX,UBQLN1
ZFX,UBQLN4
ZFX,UBR2
ZFX,UBR3
ZFX,UBTD2
ZFX,UBTF
ZFX,UBXN2A
ZFX,UBXN4
ZFX,UBXN6
ZFX,UBXN7
ZFX,UBXN8
ZFX,UCK1
ZFX,UCK2
ZFX,UCKL1
ZFX,UFD1L
ZFX,UFM1
ZFX,UHMK1
ZFX,UHRF1BP1L
ZFX,UHRF2
ZFX,ULK1
ZFX,ULK2
ZFX,UNC13D
ZFX,UNC50
ZFX,UNC93B1
ZFX,UNG
ZFX,UNK
ZFX,UPF1
ZFX,UQCC
ZFX,UQCRB
ZFX,UQCRC2
ZFX,UQCRFS1
ZFX,UQCRH
ZFX,URGCP
ZFX,USF2
ZFX,USMG5
ZFX,USP13
ZFX,USP14
ZFX,USP16
ZFX,USP19
ZFX,USP21
ZFX,USP24
ZFX,USP28
ZFX,USP3
ZFX,USP30
ZFX,USP39
ZFX,USP40
ZFX,USP46
ZFX,USP5
ZFX,USP7
ZFX,USP8
ZFX,UTF1
ZFX,UTP11L
ZFX,UTP14B
ZFX,UTP15
ZFX,VAMP8
ZFX,VANGL2
ZFX,VARS
ZFX,VCP
ZFX,VDAC1
ZFX,VKORC1L1
ZFX,VMAC
ZFX,VPRBP
ZFX,VPS16
ZFX,VPS26A
ZFX,VPS35
ZFX,VPS36
ZFX,VPS37A
ZFX,VPS37C
ZFX,VPS37D
ZFX,VPS4A
ZFX,VRK1
ZFX,VRK2
ZFX,VSIG2
ZFX,WAC
ZFX,WAPAL
ZFX,WASF2
ZFX,WASF3
ZFX,WASL
ZFX,WBP11
ZFX,WBP4
ZFX,WBP7
ZFX,WDFY3
ZFX,WDR12
ZFX,WDR18
ZFX,WDR26
ZFX,WDR34
ZFX,WDR41
ZFX,WDR48
ZFX,WDR60
ZFX,WDR65
ZFX,WDR82
ZFX,WDR89
ZFX,WFDC2
ZFX,WFDC3
ZFX,WHAMM
ZFX,WTAP
ZFX,WTIP
ZFX,XPO1
ZFX,XPO4
ZFX,XPO5
ZFX,XPO7
ZFX,XRN1
ZFX,XRN2
ZFX,XYLT2
ZFX,YBX1
ZFX,YES1
ZFX,YIPF4
ZFX,YLPM1
ZFX,YPEL5
ZFX,YTHDC1
ZFX,YTHDF1
ZFX,YWHAB
ZFX,YWHAE
ZFX,YWHAQ
ZFX,ZBED4
ZFX,ZBED6
ZFX,ZBTB10
ZFX,ZBTB2
ZFX,ZBTB24
ZFX,ZBTB25
ZFX,ZBTB34
ZFX,ZBTB39
ZFX,ZBTB41
ZFX,ZBTB42
ZFX,ZBTB7A
ZFX,ZBTB8OS
ZFX,ZC3H11A
ZFX,ZC3H14
ZFX,ZC3H15
ZFX,ZC3H18
ZFX,ZC3H3
ZFX,ZC3H4
ZFX,ZC3HAV1L
ZFX,ZCCHC24
ZFX,ZCRB1
ZFX,ZDHHC1
ZFX,ZDHHC13
ZFX,ZDHHC16
ZFX,ZDHHC17
ZFX,ZDHHC20
ZFX,ZDHHC21
ZFX,ZDHHC24
ZFX,ZFAND5
ZFX,ZFC3H1
ZFX,ZFHX2
ZFX,ZFHX3
ZFX,ZFML
ZFX,ZFP105
ZFX,ZFP11
ZFX,ZFP112
ZFX,ZFP12
ZFX,ZFP131
ZFX,ZFP148
ZFX,ZFP191
ZFX,ZFP219
ZFX,ZFP236
ZFX,ZFP26
ZFX,ZFP263
ZFX,ZFP275
ZFX,ZFP28
ZFX,ZFP280B
ZFX,ZFP280D
ZFX,ZFP282
ZFX,ZFP296
ZFX,ZFP3
ZFX,ZFP318
ZFX,ZFP319
ZFX,ZFP335
ZFX,ZFP341
ZFX,ZFP354C
ZFX,ZFP358
ZFX,ZFP365
ZFX,ZFP36L1
ZFX,ZFP36L2
ZFX,ZFP383
ZFX,ZFP386
ZFX,ZFP398
ZFX,ZFP410
ZFX,ZFP422
ZFX,ZFP423
ZFX,ZFP438
ZFX,ZFP446
ZFX,ZFP451
ZFX,ZFP46
ZFX,ZFP507
ZFX,ZFP518B
ZFX,ZFP52
ZFX,ZFP523
ZFX,ZFP532
ZFX,ZFP551
ZFX,ZFP568
ZFX,ZFP574
ZFX,ZFP592
ZFX,ZFP598
ZFX,ZFP606
ZFX,ZFP639
ZFX,ZFP64
ZFX,ZFP651
ZFX,ZFP655
ZFX,ZFP664
ZFX,ZFP688
ZFX,ZFP706
ZFX,ZFP710
ZFX,ZFP740
ZFX,ZFP746
ZFX,ZFP771
ZFX,ZFP777
ZFX,ZFP781
ZFX,ZFP783
ZFX,ZFP828
ZFX,ZFP868
ZFX,ZFX
ZFX,ZFYVE16
ZFX,ZKSCAN17
ZFX,ZKSCAN3
ZFX,ZMAT3
ZFX,ZMYM1
ZFX,ZMYM2
ZFX,ZMYM6
ZFX,ZMYND11
ZFX,ZMYND19
ZFX,ZMYND8
ZFX,ZNF512B
ZFX,ZNFX1
ZFX,ZNHIT6
ZFX,ZPBP
ZFX,ZRANB2
ZFX,ZRANB3
ZFX,ZW10
ZFX,ZXDC
ZFX,ZYG11B
ZFX,ZZZ3
ZHX2,ARAF
ZHX2,CCNA2
ZHX2,CCND1
ZHX2,CDC25A
ZHX2,CDKN1A
ZHX2,DOCK1
ZHX2,EGF
ZHX2,EPHA2
ZHX2,FOS
ZHX2,FUT7
ZHX2,GRB2
ZHX2,HRAS1
ZHX2,IER2
ZHX2,KRAS
ZHX2,MAP2K6
ZHX2,MAPK14
ZHX2,MAPK3
ZHX2,MYOG
ZHX2,NRAS
ZHX2,PAK4
ZHX2,PXN
ZHX2,RACGAP1
ZHX2,RYK
ZHX2,VEGFA
ZHX2,VIM
ZIC1,1110036E04RIK
ZIC1,1700029G01RIK
ZIC1,1700039E22RIK
ZIC1,1700101I11RIK
ZIC1,1810027O10RIK
ZIC1,2310030G06RIK
ZIC1,2610017I09RIK
ZIC1,2610100L16RIK
ZIC1,2810468N07RIK
ZIC1,4930412F15RIK
ZIC1,4932441J04RIK
ZIC1,6230400D17RIK
ZIC1,6330403A02RIK
ZIC1,6430562O15RIK
ZIC1,8430410A17RIK
ZIC1,9530027J09RIK
ZIC1,9530048J24RIK
ZIC1,AAMP
ZIC1,ABCA2
ZIC1,ABCB8
ZIC1,ACD
ZIC1,ACE
ZIC1,ADAMTS15
ZIC1,AF529169
ZIC1,AI314278
ZIC1,ALPK3
ZIC1,ANK1
ZIC1,ARC
ZIC1,ARHGEF19
ZIC1,ARHGEF7
ZIC1,ARL5B
ZIC1,ASB7
ZIC1,AUTS2
ZIC1,BAG6
ZIC1,BANK1
ZIC1,BDNF
ZIC1,BSCL2
ZIC1,BUB3
ZIC1,C1RA
ZIC1,CACHD1
ZIC1,CACNA1A
ZIC1,CBX4
ZIC1,CDC45
ZIC1,CEBPE
ZIC1,CETN3
ZIC1,CGREF1
ZIC1,CHD3
ZIC1,CLU
ZIC1,CNTNAP1
ZIC1,COBRA1
ZIC1,COQ5
ZIC1,CPE
ZIC1,CTBP2
ZIC1,CTRL
ZIC1,CUL9
ZIC1,CYGB
ZIC1,CYYR1
ZIC1,D19WSU162E
ZIC1,DCTN3
ZIC1,DDR1
ZIC1,DDX3X
ZIC1,DHRS3
ZIC1,DHX30
ZIC1,DKK3
ZIC1,DLG3
ZIC1,DLGAP2
ZIC1,DLL4
ZIC1,DLX1AS
ZIC1,DNAJC14
ZIC1,DNALC1
ZIC1,DRD5
ZIC1,DYNLT3
ZIC1,EBP
ZIC1,EIF4A2
ZIC1,ENPP7
ZIC1,ETHE1
ZIC1,FAM117A
ZIC1,FAM26F
ZIC1,FAM83H
ZIC1,FASTKD5
ZIC1,FAT2
ZIC1,FBXL20
ZIC1,FCHO2
ZIC1,FEV
ZIC1,FGF22
ZIC1,FGF6
ZIC1,FITM1
ZIC1,FOXL2
ZIC1,GATA6
ZIC1,GEMIN4
ZIC1,GFRA2
ZIC1,GLI2
ZIC1,GM16793
ZIC1,GNL1
ZIC1,GPSM3
ZIC1,GRIN2D
ZIC1,GRIPAP1
ZIC1,GSE1
ZIC1,GTF2IRD1
ZIC1,HMHA1
ZIC1,HOXA7
ZIC1,HOXB7
ZIC1,HOXB8
ZIC1,HPCA
ZIC1,HSPB2
ZIC1,IGFBP6
ZIC1,INO80E
ZIC1,IRS2
ZIC1,KCND2
ZIC1,KCNV2
ZIC1,KDM6A
ZIC1,KIF5A
ZIC1,KRT17
ZIC1,LEF1
ZIC1,LEPRE1
ZIC1,LHX6
ZIC1,LPL
ZIC1,LRRTM1
ZIC1,LYPD5
ZIC1,MAEA
ZIC1,MID1IP1
ZIC1,MIDN
ZIC1,MIR3085
ZIC1,MIR3087
ZIC1,MIR9-3
ZIC1,MIRA
ZIC1,MLL3
ZIC1,MTAP4
ZIC1,MUSK
ZIC1,MYCL1
ZIC1,NDUFA11
ZIC1,NEGR1
ZIC1,NELL2
ZIC1,NKRF
ZIC1,NLGN2
ZIC1,NLGN3
ZIC1,NOG
ZIC1,NTN1
ZIC1,NTN3
ZIC1,NTN4
ZIC1,ODF2
ZIC1,OLFR557
ZIC1,OLFR558
ZIC1,OPTC
ZIC1,P2RX1
ZIC1,PAQR4
ZIC1,PARD3
ZIC1,PBX2
ZIC1,PDGFA
ZIC1,PDGFC
ZIC1,PDZRN3
ZIC1,PEX6
ZIC1,PHF17
ZIC1,PIGV
ZIC1,PLAGL2
ZIC1,PLEKHA3
ZIC1,PLEKHG4
ZIC1,POLD4
ZIC1,POLR2A
ZIC1,POLR3F
ZIC1,POLR3G
ZIC1,POU2F2
ZIC1,PRDM11
ZIC1,PRDX5
ZIC1,PRMT1
ZIC1,PRSS22
ZIC1,PSMB7
ZIC1,PSMC3IP
ZIC1,PSME1
ZIC1,PTCH1
ZIC1,PTCH2
ZIC1,QSER1
ZIC1,RAB21
ZIC1,RAP1GAP
ZIC1,RCOR2
ZIC1,REL
ZIC1,RGS11
ZIC1,RGS9BP
ZIC1,RHO
ZIC1,RNF123
ZIC1,RNMTL1
ZIC1,RUSC1
ZIC1,RYBP
ZIC1,SAMD12
ZIC1,SCRIB
ZIC1,SEPT11
ZIC1,SGMS1
ZIC1,SHH
ZIC1,SHMT2
ZIC1,SIN3A
ZIC1,SIPA1
ZIC1,SLC35E1
ZIC1,SLC39A5
ZIC1,SLC44A4
ZIC1,SLC6A2
ZIC1,SMAD6
ZIC1,SMARCB1
ZIC1,SNORA81
ZIC1,SNORD2
ZIC1,SOX13
ZIC1,SP7
ZIC1,SPATA24
ZIC1,SSTR2
ZIC1,SYNJ1
ZIC1,SYT17
ZIC1,TAF10
ZIC1,TANK
ZIC1,TAS1R2
ZIC1,TBC1D24
ZIC1,TBCB
ZIC1,TCF20
ZIC1,TCF7L2
ZIC1,TCTA
ZIC1,THBS3
ZIC1,THOC6
ZIC1,THSD7B
ZIC1,TMEM111
ZIC1,TMEM190
ZIC1,TMEM200B
ZIC1,TPD52L1
ZIC1,TRPV1
ZIC1,TUG1
ZIC1,TWIST2
ZIC1,UAP1
ZIC1,UBOX5
ZIC1,UNC5A
ZIC1,USP21
ZIC1,WDR18
ZIC1,WNT7B
ZIC1,YRDC
ZIC1,ZBTB4
ZIC1,ZFP128
ZIC1,ZFP189
ZIC1,ZFP358
ZIC1,ZFX
ZIC1,ZIC2
ZIC1,ZNF512B
ZIC1,ZNRF3
ZIC2,1110065P20RIK
ZIC2,1700029G01RIK
ZIC2,1700101I11RIK
ZIC2,2610017I09RIK
ZIC2,2610100L16RIK
ZIC2,2810468N07RIK
ZIC2,4930523C07RIK
ZIC2,4930544D05RIK
ZIC2,4933417D19RIK
ZIC2,4933426M11RIK
ZIC2,6330403A02RIK
ZIC2,6430562O15RIK
ZIC2,8430410A17RIK
ZIC2,9430041J12RIK
ZIC2,9530048J24RIK
ZIC2,AAMP
ZIC2,ABCA2
ZIC2,ADAMTS1
ZIC2,AF529169
ZIC2,ANK1
ZIC2,ANKRD17
