,source_gene,target_gene
2166,CREB3L3,MAZ
2167,CREB3L3,MYC
2168,CREB3L3,CREB1
2169,CREB3L3,CEBPD
2170,CREB3L3,RFX5
2171,CREB3L3,FOSL2
2172,CREB3L3,MYBL2
2173,ZNF281,JUND
2174,ZNF281,MAZ
2175,ZNF281,REST
2176,ZNF281,MYC
2177,ZNF281,CREB1
2178,ZNF281,CEBPD
2179,ZNF281,RFX5
2180,ZNF281,FOSL2
2181,ZNF281,MYBL2
2182,ZNF281,ELF1
2183,TCF7L1,JUND
2184,TCF7L1,MAZ
2185,TCF7L1,REST
2186,TCF7L1,MYC
2187,TCF7L1,CREB1
2188,TCF7L1,CEBPD
2189,TCF7L1,RFX5
2190,TCF7L1,FOSL2
2191,TCF7L1,MYBL2
2192,TCF7L1,ELF1
2193,NR3C1,JUND
2194,NR3C1,CREB1
2195,NR3C1,RFX5
2196,NR3C1,FOSL2
2197,PRIM1,MAFF
2198,PRIM1,JUND
2199,PRIM1,MAZ
2200,PRIM1,REST
2201,PRIM1,MYC
2202,PRIM1,CREB1
2203,PRIM1,CEBPD
2204,PRIM1,RFX5
2205,PRIM1,FOSL2
2206,PRIM1,MYBL2
2207,PRIM1,ELF1
2208,TF,JUND
2209,TF,MAZ
2210,TF,REST
2211,TF,MYC
2212,TF,CREB1
2213,TF,CEBPD
2214,TF,RFX5
2215,TF,FOSL2
2216,TF,MYBL2
2217,TF,ELF1
2218,MYCN,JUND
2219,MYCN,MAZ
2220,MYCN,REST
2221,MYCN,MYC
2222,MYCN,CREB1
2223,MYCN,CEBPD
2224,MYCN,RFX5
2225,MYCN,FOSL2
2226,MYCN,MYBL2
2227,MELK,MAFF
2228,MELK,JUND
2229,MELK,MAZ
2230,MELK,REST
2231,MELK,MYC
2232,MELK,CREB1
2233,MELK,CEBPD
2234,MELK,RFX5
2235,MELK,FOSL2
2236,MELK,MYBL2
2237,MELK,ELF1
2238,PRMT5,JUND
2239,PRMT5,MAZ
2240,PRMT5,REST
2241,PRMT5,MYC
2242,PRMT5,CREB1
2243,PRMT5,CEBPD
2244,PRMT5,RFX5
2245,PRMT5,FOSL2
2246,PRMT5,MYBL2
2247,PRMT5,ELF1
2248,MCM3,MAFF
2249,MCM3,JUND
2250,MCM3,MAZ
2251,MCM3,REST
2252,MCM3,MYC
2253,MCM3,CREB1
2254,MCM3,CEBPD
2255,MCM3,RFX5
2256,MCM3,FOSL2
2257,MCM3,MYBL2
2258,MCM3,ELF1
2259,MMS22L,JUND
2260,MMS22L,MAZ
2261,MMS22L,REST
2262,MMS22L,MYC
2263,MMS22L,CREB1
2264,MMS22L,CEBPD
2265,MMS22L,RFX5
2266,MMS22L,FOSL2
2267,MMS22L,MYBL2
2268,MMS22L,ELF1
2269,DDB2,JUND
2270,DDB2,CREB1
2271,DDB2,RFX5
2272,DDB2,FOSL2
2273,CXXC1,JUND
2274,CXXC1,CREB1
2275,LITAF,JUND
2276,LITAF,MAZ
2277,LITAF,REST
2278,LITAF,MYC
2279,LITAF,CREB1
2280,LITAF,CEBPD
2281,LITAF,RFX5
2282,LITAF,FOSL2
2283,LITAF,MYBL2
2284,LITAF,ELF1
2285,MUSTN1,JUND
2286,MUSTN1,MAZ
2287,MUSTN1,MYC
2288,MUSTN1,CREB1
2289,MUSTN1,RFX5
2290,MUSTN1,FOSL2
2291,UCP2,MAFF
2292,UCP2,JUND
2293,UCP2,MAZ
2294,UCP2,REST
2295,UCP2,MYC
2296,UCP2,CREB1
2297,UCP2,CEBPD
2298,UCP2,RFX5
2299,UCP2,FOSL2
2300,UCP2,MYBL2
2301,UCP2,ELF1
2302,DNAH14,JUND
2303,DNAH14,CREB1
2304,DNAH14,CEBPD
2305,DNAH14,FOSL2
2306,ZNF117,CREB1
2307,ZNF117,FOSL2
2308,BPTF,JUND
2309,BPTF,MAZ
2310,BPTF,REST
2311,BPTF,MYC
2312,BPTF,CREB1
2313,BPTF,CEBPD
2314,BPTF,RFX5
2315,BPTF,FOSL2
2316,BPTF,MYBL2
2317,LCP1,JUND
2318,LCP1,CREB1
2319,LCP1,FOSL2
2320,CENPE,MAFF
2321,CENPE,JUND
2322,CENPE,MAZ
2323,CENPE,REST
2324,CENPE,MYC
2325,CENPE,CREB1
2326,CENPE,CEBPD
2327,CENPE,RFX5
2328,CENPE,FOSL2
2329,CENPE,MYBL2
2330,CENPE,ELF1
2331,MBNL2,CREB1
2332,ASGR1,JUND
2333,ASGR1,MAZ
2334,ASGR1,REST
2335,ASGR1,MYC
2336,ASGR1,CREB1
2337,ASGR1,CEBPD
2338,ASGR1,RFX5
2339,ASGR1,FOSL2
2340,ASGR1,MYBL2
2341,ASGR1,ELF1
2342,PIGH,JUND
2343,PIGH,CREB1
2344,PIGH,CEBPD
2345,PIGH,RFX5
2346,PIGH,FOSL2
2347,FLRT3,JUND
2348,FLRT3,MAZ
2349,FLRT3,REST
2350,FLRT3,MYC
2351,FLRT3,CREB1
2352,FLRT3,CEBPD
2353,FLRT3,RFX5
2354,FLRT3,FOSL2
2355,FLRT3,MYBL2
2356,FLRT3,ELF1
2357,ZNF860,JUND
2358,ZNF860,MYC
2359,ZNF860,CREB1
2360,ZNF860,RFX5
2361,ZNF860,FOSL2
2362,PREB,CREB1
2363,TIMM21,JUND
2364,TIMM21,CREB1
2365,TIMM21,CEBPD
2366,TIMM21,FOSL2
2367,ID3,CREB1
2368,ZNF398,JUND
2369,ZNF398,MAZ
2370,ZNF398,REST
2371,ZNF398,MYC
2372,ZNF398,CREB1
2373,ZNF398,CEBPD
2374,ZNF398,RFX5
2375,ZNF398,FOSL2
2376,ZNF398,MYBL2
2377,ZNF398,ELF1
2378,NUP37,MAFF
2379,NUP37,JUND
2380,NUP37,MAZ
2381,NUP37,REST
2382,NUP37,MYC
2383,NUP37,CREB1
2384,NUP37,CEBPD
2385,NUP37,RFX5
2386,NUP37,FOSL2
2387,NUP37,MYBL2
2388,NUP37,ELF1
2389,SLC35D2,JUND
2390,SLC35D2,MAZ
2391,SLC35D2,REST
2392,SLC35D2,MYC
2393,SLC35D2,CREB1
2394,SLC35D2,CEBPD
2395,SLC35D2,RFX5
2396,SLC35D2,FOSL2
2397,SLC35D2,MYBL2
2398,SLC35D2,ELF1
2399,GNPNAT1,JUND
2400,GNPNAT1,MAZ
2401,GNPNAT1,REST
2402,GNPNAT1,MYC
2403,GNPNAT1,CREB1
2404,GNPNAT1,CEBPD
2405,GNPNAT1,RFX5
2406,GNPNAT1,FOSL2
2407,GNPNAT1,MYBL2
2408,GNPNAT1,ELF1
2409,ICA1,JUND
2410,ICA1,MYC
2411,ICA1,CREB1
2412,ICA1,RFX5
2413,ICA1,FOSL2
2414,UBE2C,JUND
2415,UBE2C,MAZ
2416,UBE2C,REST
2417,UBE2C,MYC
2418,UBE2C,CREB1
2419,UBE2C,CEBPD
2420,UBE2C,RFX5
2421,UBE2C,FOSL2
2422,UBE2C,MYBL2
2423,UBE2C,ELF1
2424,MCM4,MAFF
2425,MCM4,JUND
2426,MCM4,MAZ
2427,MCM4,REST
2428,MCM4,MYC
2429,MCM4,CREB1
2430,MCM4,CEBPD
2431,MCM4,RFX5
2432,MCM4,FOSL2
2433,MCM4,MYBL2
2434,MCM4,ELF1
2435,ID2,JUND
2436,ID2,MAZ
2437,ID2,REST
2438,ID2,MYC
2439,ID2,CREB1
2440,ID2,CEBPD
2441,ID2,RFX5
2442,ID2,FOSL2
2443,ID2,MYBL2
2444,ID2,ELF1
2445,ZNF726,JUND
2446,ZNF726,CREB1
2447,ZNF726,CEBPD
2448,ZNF726,FOSL2
2449,ARG2,JUND
2450,ARG2,MAZ
2451,ARG2,REST
2452,ARG2,MYC
2453,ARG2,CREB1
2454,ARG2,CEBPD
2455,ARG2,RFX5
2456,ARG2,FOSL2
2457,ARG2,MYBL2
2458,ARG2,ELF1
2459,OTX2,JUND
2460,OTX2,CREB1
2461,OTX2,FOSL2
2462,ZNF134,JUND
2463,ZNF134,MAZ
2464,ZNF134,REST
2465,ZNF134,MYC
2466,ZNF134,CREB1
2467,ZNF134,CEBPD
2468,ZNF134,RFX5
2469,ZNF134,FOSL2
2470,ZNF134,MYBL2
2471,ZNF134,ELF1
2472,POP5,JUND
2473,POP5,MAZ
2474,POP5,REST
2475,POP5,MYC
2476,POP5,CREB1
2477,POP5,CEBPD
2478,POP5,RFX5
2479,POP5,FOSL2
2480,POP5,MYBL2
2481,POP5,ELF1
2482,ZNF143,JUND
2483,ZNF143,MAZ
2484,ZNF143,REST
2485,ZNF143,MYC
2486,ZNF143,CREB1
2487,ZNF143,CEBPD
2488,ZNF143,RFX5
2489,ZNF143,FOSL2
2490,ZNF143,MYBL2
2491,IRF9,JUND
2492,IRF9,CREB1
2493,IRF9,CEBPD
2494,IRF9,FOSL2
2495,ZNF589,JUND
2496,ZNF589,MAZ
2497,ZNF589,REST
2498,ZNF589,MYC
2499,ZNF589,CREB1
2500,ZNF589,CEBPD
2501,ZNF589,RFX5
2502,ZNF589,FOSL2
2503,ZNF589,MYBL2
2504,ZNF589,ELF1
2505,GATAD2B,CREB1
2506,ZNF22,JUND
2507,ZNF22,MAZ
2508,ZNF22,REST
2509,ZNF22,MYC
2510,ZNF22,CREB1
2511,ZNF22,CEBPD
2512,ZNF22,RFX5
2513,ZNF22,FOSL2
2514,ZNF22,MYBL2
2515,VRK1,MAFF
2516,VRK1,JUND
2517,VRK1,MAZ
2518,VRK1,REST
2519,VRK1,MYC
2520,VRK1,CREB1
2521,VRK1,CEBPD
2522,VRK1,RFX5
2523,VRK1,FOSL2
2524,VRK1,MYBL2
2525,VRK1,ELF1
2526,AGT,JUND
2527,AGT,MAZ
2528,AGT,REST
2529,AGT,MYC
2530,AGT,CREB1
2531,AGT,CEBPD
2532,AGT,RFX5
2533,AGT,FOSL2
2534,AGT,MYBL2
2535,AGT,ELF1
2536,RAMP1,JUND
2537,RAMP1,MAZ
2538,RAMP1,REST
2539,RAMP1,MYC
2540,RAMP1,CREB1
2541,RAMP1,CEBPD
2542,RAMP1,RFX5
2543,RAMP1,FOSL2
2544,RAMP1,MYBL2
2545,RAMP1,ELF1
2546,ZBTB3,JUND
2547,ZBTB3,MAZ
2548,ZBTB3,REST
2549,ZBTB3,MYC
2550,ZBTB3,CREB1
2551,ZBTB3,CEBPD
2552,ZBTB3,RFX5
2553,ZBTB3,FOSL2
2554,ZBTB3,MYBL2
2555,ZBTB3,ELF1
2556,GMEB1,JUND
2557,GMEB1,CREB1
2558,GMEB1,RFX5
2559,GMEB1,FOSL2
2560,TMEM69,JUND
2561,TMEM69,MAZ
2562,TMEM69,REST
2563,TMEM69,MYC
2564,TMEM69,CREB1
2565,TMEM69,CEBPD
2566,TMEM69,RFX5
2567,TMEM69,FOSL2
2568,TMEM69,MYBL2
2569,DROSHA,MAFF
2570,DROSHA,JUND
2571,DROSHA,MAZ
2572,DROSHA,REST
2573,DROSHA,MYC
2574,DROSHA,CREB1
2575,DROSHA,CEBPD
2576,DROSHA,RFX5
2577,DROSHA,FOSL2
2578,DROSHA,MYBL2
2579,DROSHA,ELF1
2580,ARID3B,JUND
2581,ARID3B,MAZ
2582,ARID3B,REST
2583,ARID3B,MYC
2584,ARID3B,CREB1
2585,ARID3B,CEBPD
2586,ARID3B,RFX5
2587,ARID3B,FOSL2
2588,ARID3B,MYBL2
2589,ARID3B,ELF1
2590,JUN,MAFF
2591,JUN,JUND
2592,JUN,JUN
2593,JUN,FOXA1
2594,JUN,MAZ
2595,JUN,ATF3
2596,JUN,REST
2597,JUN,MYC
2598,JUN,CREB1
2599,JUN,EPAS1
2600,JUN,CEBPD
2601,JUN,SRF
2602,JUN,RFX5
2603,JUN,FOSL2
2604,JUN,MYBL2
2605,JUN,CEBPZ
2606,JUN,ELF1
2607,GPN3,MAFF
2608,GPN3,JUND
2609,GPN3,MAZ
2610,GPN3,REST
2611,GPN3,MYC
2612,GPN3,CREB1
2613,GPN3,CEBPD
2614,GPN3,RFX5
2615,GPN3,FOSL2
2616,GPN3,MYBL2
2617,GPN3,ELF1
2618,DPH6,JUND
2619,DPH6,MAZ
2620,DPH6,REST
2621,DPH6,MYC
2622,DPH6,CREB1
2623,DPH6,CEBPD
2624,DPH6,RFX5
2625,DPH6,FOSL2
2626,DPH6,MYBL2
2627,ACAA1,JUND
2628,ACAA1,MAZ
2629,ACAA1,REST
2630,ACAA1,MYC
2631,ACAA1,CREB1
2632,ACAA1,CEBPD
2633,ACAA1,RFX5
2634,ACAA1,FOSL2
2635,ACAA1,MYBL2
2636,ACAA1,ELF1
2637,MT1G,JUND
2638,MT1G,MAZ
2639,MT1G,REST
2640,MT1G,MYC
2641,MT1G,CREB1
2642,MT1G,CEBPD
2643,MT1G,RFX5
2644,MT1G,FOSL2
2645,MT1G,MYBL2
2646,MT1G,ELF1
2647,MAF,MAFF
2648,MAF,JUND
2649,MAF,FOXA1
2650,MAF,MAZ
2651,MAF,REST
2652,MAF,MYC
2653,MAF,CREB1
2654,MAF,CEBPD
2655,MAF,RFX5
2656,MAF,FOSL2
2657,MAF,MYBL2
2658,MAF,ELF1
2659,MXD1,MAFF
2660,MXD1,JUND
2661,MXD1,MAZ
2662,MXD1,REST
2663,MXD1,MYC
2664,MXD1,CREB1
2665,MXD1,CEBPD
2666,MXD1,RFX5
2667,MXD1,FOSL2
2668,MXD1,MYBL2
2669,MXD1,ELF1
2670,KNTC1,JUND
2671,KNTC1,MAZ
2672,KNTC1,REST
2673,KNTC1,MYC
2674,KNTC1,CREB1
2675,KNTC1,CEBPD
2676,KNTC1,RFX5
2677,KNTC1,FOSL2
2678,KNTC1,MYBL2
2679,KNTC1,ELF1
2680,FOXA1,CENPW
2681,FOXA1,MAFF
2682,FOXA1,JUND
2683,FOXA1,TEAD4
2684,FOXA1,ACADVL
2685,FOXA1,DLGAP5
2686,FOXA1,LEAP2
2687,FOXA1,JUN
2688,FOXA1,MAF
2689,FOXA1,FOXA1
2690,FOXA1,GSN
2691,FOXA1,EXOSC9
2692,FOXA1,CENPU
2693,FOXA1,MAZ
2694,FOXA1,RRM2
2695,FOXA1,RUVBL1
2696,FOXA1,ATF3
2697,FOXA1,REST
2698,FOXA1,MYC
2699,FOXA1,CREB1
2700,FOXA1,EPAS1
2701,FOXA1,CEBPD
2702,FOXA1,SRF
2703,FOXA1,ZWILCH
2704,FOXA1,MAD2L1
2705,FOXA1,KIF23
2706,FOXA1,RFX5
2707,FOXA1,FOSL2
2708,FOXA1,MYBL2
2709,FOXA1,F2
2710,FOXA1,CKS2
2711,FOXA1,KLF6
2712,FOXA1,CEBPZ
2713,FOXA1,ELF1
2714,FOXA1,NUF2
2715,KPNA2,JUND
2716,KPNA2,MAZ
2717,KPNA2,REST
2718,KPNA2,MYC
2719,KPNA2,CREB1
2720,KPNA2,CEBPD
2721,KPNA2,RFX5
2722,KPNA2,FOSL2
2723,KPNA2,MYBL2
2724,KPNA2,ELF1
2725,GSN,MAFF
2726,GSN,JUND
2727,GSN,FOXA1
2728,GSN,MAZ
2729,GSN,REST
2730,GSN,MYC
2731,GSN,CREB1
2732,GSN,CEBPD
2733,GSN,RFX5
2734,GSN,FOSL2
2735,GSN,MYBL2
2736,GSN,ELF1
2737,ZNF644,JUND
2738,ZNF644,MAZ
2739,ZNF644,REST
2740,ZNF644,MYC
2741,ZNF644,CREB1
2742,ZNF644,CEBPD
2743,ZNF644,RFX5
2744,ZNF644,FOSL2
2745,ZNF644,MYBL2
2746,SOX15,JUND
2747,SOX15,MAZ
2748,SOX15,REST
2749,SOX15,MYC
2750,SOX15,CREB1
2751,SOX15,CEBPD
2752,SOX15,RFX5
2753,SOX15,FOSL2
2754,SOX15,MYBL2
2755,SOX15,ELF1
2756,PHF20,JUND
2757,PHF20,MAZ
2758,PHF20,REST
2759,PHF20,MYC
2760,PHF20,CREB1
2761,PHF20,CEBPD
2762,PHF20,RFX5
2763,PHF20,FOSL2
2764,PHF20,MYBL2
2765,PHF20,ELF1
2766,MCM7,MAFF
2767,MCM7,JUND
2768,MCM7,MAZ
2769,MCM7,REST
2770,MCM7,MYC
2771,MCM7,CREB1
2772,MCM7,CEBPD
2773,MCM7,RFX5
2774,MCM7,FOSL2
2775,MCM7,MYBL2
2776,MCM7,ELF1
2777,EXOSC9,MAFF
2778,EXOSC9,JUND
2779,EXOSC9,FOXA1
2780,EXOSC9,MAZ
2781,EXOSC9,REST
2782,EXOSC9,MYC
2783,EXOSC9,CREB1
2784,EXOSC9,CEBPD
2785,EXOSC9,RFX5
2786,EXOSC9,FOSL2
2787,EXOSC9,MYBL2
2788,EXOSC9,ELF1
2789,CENPK,MAFF
2790,CENPK,JUND
2791,CENPK,MAZ
2792,CENPK,REST
2793,CENPK,MYC
2794,CENPK,CREB1
2795,CENPK,CEBPD
2796,CENPK,RFX5
2797,CENPK,FOSL2
2798,CENPK,MYBL2
2799,CENPK,ELF1
2800,THYN1,JUND
2801,THYN1,MAZ
2802,THYN1,REST
2803,THYN1,MYC
2804,THYN1,CREB1
2805,THYN1,CEBPD
2806,THYN1,RFX5
2807,THYN1,FOSL2
2808,THYN1,MYBL2
2809,THYN1,ELF1
2810,ARID2,JUND
2811,ARID2,MAZ
2812,ARID2,REST
2813,ARID2,MYC
2814,ARID2,CREB1
2815,ARID2,CEBPD
2816,ARID2,RFX5
2817,ARID2,FOSL2
2818,ARID2,MYBL2
2819,ARID2,ELF1
2820,ATP1B3,JUND
2821,ATP1B3,MAZ
2822,ATP1B3,REST
2823,ATP1B3,MYC
2824,ATP1B3,CREB1
2825,ATP1B3,CEBPD
2826,ATP1B3,RFX5
2827,ATP1B3,FOSL2
2828,ATP1B3,MYBL2
2829,ATP1B3,ELF1
2830,FOSL1,JUND
2831,FOSL1,MAZ
2832,FOSL1,MYC
2833,FOSL1,CREB1
2834,FOSL1,CEBPD
2835,FOSL1,RFX5
2836,FOSL1,FOSL2
2837,FOSL1,MYBL2
2838,COMMD10,JUND
2839,COMMD10,MYC
2840,COMMD10,CREB1
2841,COMMD10,CEBPD
2842,COMMD10,RFX5
2843,COMMD10,FOSL2
2844,ZWINT,MAFF
2845,ZWINT,JUND
2846,ZWINT,MAZ
2847,ZWINT,REST
2848,ZWINT,MYC
2849,ZWINT,CREB1
2850,ZWINT,CEBPD
2851,ZWINT,RFX5
2852,ZWINT,FOSL2
2853,ZWINT,MYBL2
2854,ZWINT,ELF1
2855,CEP70,JUND
2856,CEP70,CREB1
2857,CEP70,CEBPD
2858,CEP70,FOSL2
2859,HPN,JUND
2860,HPN,MAZ
2861,HPN,REST
2862,HPN,MYC
2863,HPN,CREB1
2864,HPN,CEBPD
2865,HPN,RFX5
2866,HPN,FOSL2
2867,HPN,MYBL2
2868,HPN,ELF1
2869,NR1I3,JUND
2870,NR1I3,MAZ
2871,NR1I3,REST
2872,NR1I3,MYC
2873,NR1I3,CREB1
2874,NR1I3,CEBPD
2875,NR1I3,RFX5
2876,NR1I3,FOSL2
2877,NR1I3,MYBL2
2878,FOXA2,CREB1
2879,ZBED5,JUND
2880,ZBED5,MAZ
2881,ZBED5,REST
2882,ZBED5,MYC
2883,ZBED5,CREB1
2884,ZBED5,CEBPD
2885,ZBED5,RFX5
2886,ZBED5,FOSL2
2887,ZBED5,MYBL2
2888,MPHOSPH9,JUND
2889,MPHOSPH9,MAZ
2890,MPHOSPH9,REST
2891,MPHOSPH9,MYC
2892,MPHOSPH9,CREB1
2893,MPHOSPH9,CEBPD
2894,MPHOSPH9,RFX5
2895,MPHOSPH9,FOSL2
2896,MPHOSPH9,MYBL2
2897,VTN,JUND
2898,VTN,MAZ
2899,VTN,REST
2900,VTN,MYC
2901,VTN,CREB1
2902,VTN,CEBPD
2903,VTN,RFX5
2904,VTN,FOSL2
2905,VTN,MYBL2
2906,VTN,ELF1
2907,CENPU,MAFF
2908,CENPU,JUND
2909,CENPU,FOXA1
2910,CENPU,MAZ
2911,CENPU,REST
2912,CENPU,MYC
2913,CENPU,CREB1
2914,CENPU,CEBPD
2915,CENPU,RFX5
2916,CENPU,FOSL2
2917,CENPU,MYBL2
2918,CENPU,ELF1
2919,DPCD,JUND
2920,DPCD,MAZ
2921,DPCD,REST
2922,DPCD,MYC
2923,DPCD,CREB1
2924,DPCD,CEBPD
2925,DPCD,RFX5
2926,DPCD,FOSL2
2927,DPCD,MYBL2
2928,DPCD,ELF1
2929,PRPS2,MAFF
2930,PRPS2,JUND
2931,PRPS2,MAZ
2932,PRPS2,REST
2933,PRPS2,MYC
2934,PRPS2,CREB1
2935,PRPS2,CEBPD
2936,PRPS2,RFX5
2937,PRPS2,FOSL2
2938,PRPS2,MYBL2
2939,PRPS2,ELF1
2940,HNRNPH2,MAFF
2941,HNRNPH2,JUND
2942,HNRNPH2,MAZ
2943,HNRNPH2,REST
2944,HNRNPH2,MYC
2945,HNRNPH2,CREB1
2946,HNRNPH2,CEBPD
2947,HNRNPH2,RFX5
2948,HNRNPH2,FOSL2
2949,HNRNPH2,MYBL2
2950,HNRNPH2,ELF1
2951,TBPL1,JUND
2952,TBPL1,MAZ
2953,TBPL1,REST
2954,TBPL1,MYC
2955,TBPL1,CREB1
2956,TBPL1,CEBPD
2957,TBPL1,RFX5
2958,TBPL1,FOSL2
2959,TBPL1,MYBL2
2960,TBPL1,ELF1
2961,MAZ,GEMIN8
2962,MAZ,FLRT2
2963,MAZ,ACOX2
2964,MAZ,C12orf10
2965,MAZ,GYG1
2966,MAZ,DSN1
2967,MAZ,CREB3L4
2968,MAZ,EXOSC3
2969,MAZ,MEP1A
2970,MAZ,CCNB1
2971,MAZ,PSAT1
2972,MAZ,ANG
2973,MAZ,WDR54
2974,MAZ,ZNF850
2975,MAZ,PLA2G12B
2976,MAZ,ZNF560
2977,MAZ,ZNF227
2978,MAZ,PAFAH1B3
2979,MAZ,SALL4
2980,MAZ,THAP5
2981,MAZ,CENPW
2982,MAZ,PLRG1
2983,MAZ,MAFF
2984,MAZ,FASTKD2
2985,MAZ,MTHFD1
2986,MAZ,PMAIP1
2987,MAZ,RFC2
2988,MAZ,DNASE1
2989,MAZ,FEN1
2990,MAZ,TPM2
2991,MAZ,ZNF569
2992,MAZ,BIRC5
2993,MAZ,MTFP1
2994,MAZ,SLC7A3
2995,MAZ,FAM114A1
2996,MAZ,EBNA1BP2
2997,MAZ,CKAP2
2998,MAZ,CTPS1
2999,MAZ,PLAGL2
3000,MAZ,JUND
3001,MAZ,DUT
3002,MAZ,YBX1
3003,MAZ,F3
3004,MAZ,ARL6IP6
3005,MAZ,KDM2B
3006,MAZ,ZNF695
3007,MAZ,ALG6
3008,MAZ,EEF1E1
3009,MAZ,APOC4.APOC2
3010,MAZ,TEAD4
3011,MAZ,TERF1
3012,MAZ,ZNF66
3013,MAZ,SEC11C
3014,MAZ,APOC2
3015,MAZ,ACADVL
3016,MAZ,ARSE
3017,MAZ,CTSC
3018,MAZ,RSU1
3019,MAZ,CETN3
3020,MAZ,CEBPA
3021,MAZ,TET1
3022,MAZ,FBL
3023,MAZ,CACYBP
3024,MAZ,ALB
3025,MAZ,ANLN
3026,MAZ,DLGAP5
3027,MAZ,ZNF581
3028,MAZ,ZFAND2A
3029,MAZ,ADSL
3030,MAZ,NNAT
3031,MAZ,ZNF770
3032,MAZ,NDUFAF4
3033,MAZ,FABP1
3034,MAZ,ECT2
3035,MAZ,AASS
3036,MAZ,APOC3
3037,MAZ,ASNS
3038,MAZ,SLC7A6
3039,MAZ,CMC1
3040,MAZ,DPYSL2
3041,MAZ,CDK4
3042,MAZ,XPO5
3043,MAZ,TP53
3044,MAZ,NDUFAF5
3045,MAZ,CENPF
3046,MAZ,WDR74
3047,MAZ,CDK1
3048,MAZ,HNF4A
3049,MAZ,NODAL
3050,MAZ,STAT2
3051,MAZ,BBS9
3052,MAZ,DERA
3053,MAZ,FANCB
3054,MAZ,C12orf45
3055,MAZ,ANP32E
3056,MAZ,SPTLC3
3057,MAZ,CDKN3
3058,MAZ,NUP54
3059,MAZ,BUB1
3060,MAZ,NUP93
3061,MAZ,AURKB
3062,MAZ,NUP85
3063,MAZ,DKC1
3064,MAZ,THRB
3065,MAZ,BSCL2
3066,MAZ,MLXIPL
3067,MAZ,LEAP2
3068,MAZ,NUP88
3069,MAZ,NPRL2
3070,MAZ,MCM6
3071,MAZ,G6PC3
3072,MAZ,RFX7
3073,MAZ,ZNF595
3074,MAZ,CAPG
3075,MAZ,ITGB5
3076,MAZ,UBL7
3077,MAZ,SHMT2
3078,MAZ,ITIH4
3079,MAZ,HMGA2
3080,MAZ,CAMK2D
3081,MAZ,ANAPC7
3082,MAZ,COMMD3
3083,MAZ,HIBCH
3084,MAZ,ZNF788
3085,MAZ,CAPN12
3086,MAZ,ACAD11
3087,MAZ,BZW2
3088,MAZ,WDR43
3089,MAZ,WFDC2
3090,MAZ,CREB3L3
3091,MAZ,ZNF281
3092,MAZ,TCF7L1
3093,MAZ,PRIM1
3094,MAZ,TF
3095,MAZ,MYCN
3096,MAZ,MELK
3097,MAZ,PRMT5
3098,MAZ,MCM3
3099,MAZ,MMS22L
3100,MAZ,LITAF
3101,MAZ,MUSTN1
3102,MAZ,UCP2
3103,MAZ,BPTF
3104,MAZ,CENPE
3105,MAZ,ASGR1
3106,MAZ,FLRT3
3107,MAZ,ZNF398
3108,MAZ,NUP37
3109,MAZ,SLC35D2
3110,MAZ,GNPNAT1
3111,MAZ,UBE2C
3112,MAZ,MCM4
3113,MAZ,ID2
3114,MAZ,ARG2
3115,MAZ,ZNF134
3116,MAZ,POP5
3117,MAZ,ZNF143
3118,MAZ,ZNF589
3119,MAZ,ZNF22
3120,MAZ,VRK1
3121,MAZ,AGT
3122,MAZ,RAMP1
3123,MAZ,ZBTB3
3124,MAZ,TMEM69
3125,MAZ,DROSHA
3126,MAZ,ARID3B
3127,MAZ,JUN
3128,MAZ,GPN3
3129,MAZ,DPH6
3130,MAZ,ACAA1
3131,MAZ,MT1G
3132,MAZ,MAF
3133,MAZ,MXD1
3134,MAZ,KNTC1
3135,MAZ,FOXA1
3136,MAZ,KPNA2
3137,MAZ,GSN
3138,MAZ,ZNF644
3139,MAZ,SOX15
3140,MAZ,PHF20
3141,MAZ,MCM7
3142,MAZ,EXOSC9
3143,MAZ,CENPK
3144,MAZ,THYN1
3145,MAZ,ARID2
3146,MAZ,ATP1B3
3147,MAZ,FOSL1
3148,MAZ,ZWINT
3149,MAZ,HPN
3150,MAZ,NR1I3
3151,MAZ,ZBED5
3152,MAZ,MPHOSPH9
3153,MAZ,VTN
3154,MAZ,CENPU
3155,MAZ,DPCD
3156,MAZ,PRPS2
3157,MAZ,HNRNPH2
3158,MAZ,TBPL1
3159,MAZ,MAZ
3160,MAZ,E2F7
3161,MAZ,NIP7
3162,MAZ,CKS1B
3163,MAZ,FANCL
3164,MAZ,CSRP2
3165,MAZ,MTTP
3166,MAZ,SCAPER
3167,MAZ,RRM2
3168,MAZ,AXL
3169,MAZ,RFC4
3170,MAZ,GSTK1
3171,MAZ,NFYB
3172,MAZ,ZNF101
3173,MAZ,HELLS
3174,MAZ,RUVBL1
3175,MAZ,TGIF1
3176,MAZ,DR1
3177,MAZ,ZNF766
3178,MAZ,RAD51AP1
3179,MAZ,IQCB1
3180,MAZ,ZNF33A
3181,MAZ,NOP16
3182,MAZ,POU2F1
3183,MAZ,RRM1
3184,MAZ,LAMC1
3185,MAZ,ACOT7
3186,MAZ,LIN28B
3187,MAZ,ASPH
3188,MAZ,ICE2
3189,MAZ,TBRG4
3190,MAZ,S100A16
3191,MAZ,UBE2T
3192,MAZ,UTP18
3193,MAZ,BLVRA
3194,MAZ,ZNF397
3195,MAZ,SLC7A7
3196,MAZ,ATF3
3197,MAZ,QPCT
3198,MAZ,TUBB6
