Gene1,Gene2,Type
E2F7,YY1,1
E2F7,ZFX,1
E2F7,ZIM2,1
E2F7,ZNF180,1
E2F7,ZNF516,1
E2F7,ZNF574,1
E2F7,ZNF644,1
EED,AEBP2,1
EED,DNMT1,1
EED,DNMT3B,1
EED,HDAC3,1
EED,YY1,1
EGR1,AAMP,1
EGR1,ABRACL,1
EGR1,ACADVL,1
EGR1,ACSL5,1
EGR1,AEBP2,1
EGR1,AGTRAP,1
EGR1,AIG1,1
EGR1,ALG6,1
EGR1,ALKBH3,1
EGR1,AMZ2,1
EGR1,ANXA3,1
EGR1,APOA1,1
EGR1,APOC2,1
EGR1,ARID3B,1
EGR1,ARL6IP6,1
EGR1,ATF1,1
EGR1,ATMIN,1
EGR1,ATP6V1C1,1
EGR1,B4GALT3,1
EGR1,BCKDK,1
EGR1,BCL6,1
EGR1,BHLHE40,1
EGR1,BPTF,1
EGR1,BZW2,1
EGR1,C22orf29,1
EGR1,C6orf203,1
EGR1,C9orf72,1
EGR1,CALCOCO2,1
EGR1,CAMTA1,1
EGR1,CAMTA2,1
EGR1,CBX2,1
EGR1,CC2D1A,1
EGR1,CCDC82,1
EGR1,CCKBR,1
EGR1,CCNH,1
EGR1,CD9,1
EGR1,CDK4,1
EGR1,CDK5,1
EGR1,CEBPA,1
EGR1,CENPN,1
EGR1,CENPW,1
EGR1,CEP63,1
EGR1,CEP70,1
EGR1,CERS5,1
EGR1,CHTF18,1
EGR1,CNN2,1
EGR1,CNOT10,1
EGR1,COA5,1
EGR1,COPS7B,1
EGR1,CRABP2,1
EGR1,CREB1,1
EGR1,CREB3L2,1
EGR1,CSRNP1,1
EGR1,CTCF,1
EGR1,CTSC,1
EGR1,CUX1,1
EGR1,CXXC4,1
EGR1,CXXC5,1
EGR1,DBNDD2,1
EGR1,DCTN3,1
EGR1,DDAH1,1
EGR1,DDIT3,1
EGR1,DENND2C,1
EGR1,DEPDC5,1
EGR1,DHCR7,1
EGR1,DKC1,1
EGR1,DLGAP5,1
EGR1,DMTF1,1
EGR1,DNAH14,1
EGR1,DNMT3B,1
EGR1,DNPEP,1
EGR1,DOT1L,1
EGR1,DPCD,1
EGR1,DR1,1
EGR1,DRAP1,1
EGR1,E2F3,1
EGR1,EBNA1BP2,1
EGR1,ECI2,1
EGR1,EEA1,1
EGR1,EHBP1,1
EGR1,EIF2B1,1
EGR1,EIF3J,1
EGR1,ELOF1,1
EGR1,ELP2,1
EGR1,EPAS1,1
EGR1,ETV4,1
EGR1,EXOSC1,1
EGR1,EXTL2,1
EGR1,FAM122B,1
EGR1,FAM64A,1
EGR1,FANCA,1
EGR1,FANCB,1
EGR1,FANCI,1
EGR1,FASTKD1,1
EGR1,FASTKD3,1
EGR1,FOS,1
EGR1,FOSB,1
EGR1,FOSL2,1
EGR1,FOXH1,1
EGR1,FOXJ3,1
EGR1,FOXM1,1
EGR1,G6PC3,1
EGR1,GABPA,1
EGR1,GABPB1,1
EGR1,GATAD2B,1
EGR1,GEMIN7,1
EGR1,GGCT,1
EGR1,GMEB1,1
EGR1,GNPNAT1,1
EGR1,GOT1,1
EGR1,GPRC5C,1
EGR1,GRHL1,1
EGR1,GSN,1
EGR1,GTF2I,1
EGR1,GTF2IRD2,1
EGR1,GTF2IRD2B,1
EGR1,HDHD1,1
EGR1,HHEX,1
EGR1,HIVEP2,1
EGR1,HMG20B,1
EGR1,HMGA1,1
EGR1,HMGCL,1
EGR1,HPRT1,1
EGR1,HSDL2,1
EGR1,ID2,1
EGR1,IFITM1,1
EGR1,IFNGR1,1
EGR1,INSIG2,1
EGR1,ISY1,1
EGR1,ITGB3BP,1
EGR1,JRK,1
EGR1,JUN,1
EGR1,JUND,1
EGR1,KAT7,1
EGR1,KDELR3,1
EGR1,KDM2A,1
EGR1,KIF22,1
EGR1,KLF3,1
EGR1,KLF6,1
EGR1,LCMT1,1
EGR1,LCOR,1
EGR1,LIFR,1
EGR1,LITAF,1
EGR1,LYRM1,1
EGR1,MAFF,1
EGR1,MAZ,1
EGR1,MBD4,1
EGR1,MBD6,1
EGR1,METTL22,1
EGR1,MIS18BP1,1
EGR1,MOV10,1
EGR1,MPHOSPH6,1
EGR1,MRPS2,1
EGR1,MSH2,1
EGR1,MTF2,1
EGR1,MTRR,1
EGR1,MTX2,1
EGR1,MYO10,1
EGR1,NAA16,1
EGR1,NARS2,1
EGR1,NBN,1
EGR1,NEDD4L,1
EGR1,NFATC2,1
EGR1,NFKB2,1
EGR1,NFXL1,1
EGR1,NFYB,1
EGR1,NME1,1
EGR1,NOL11,1
EGR1,NR1D2,1
EGR1,NR1H3,1
EGR1,NR3C1,1
EGR1,NT5DC2,1
EGR1,NUCB2,1
EGR1,NUDT15,1
EGR1,NUP35,1
EGR1,ODF2L,1
EGR1,ORC4,1
EGR1,ORC5,1
EGR1,PABPC1L,1
EGR1,PABPC4,1
EGR1,PCCA,1
EGR1,PEMT,1
EGR1,PIBF1,1
EGR1,PIK3R1,1
EGR1,PITX1,1
EGR1,PITX2,1
EGR1,PLAGL1,1
EGR1,PLAGL2,1
EGR1,PLCD1,1
EGR1,PPARA,1
EGR1,PPP1R21,1
EGR1,PRIM1,1
EGR1,PRKCI,1
EGR1,PSIP1,1
EGR1,PTGR1,1
EGR1,PTPN2,1
EGR1,PUS7L,1
EGR1,RABGAP1L,1
EGR1,RAD51C,1
EGR1,RAI14,1
EGR1,RARG,1
EGR1,RBM18,1
EGR1,RCAN1,1
EGR1,RELA,1
EGR1,REST,1
EGR1,RFXANK,1
EGR1,RLF,1
EGR1,RNASEH2A,1
EGR1,RNFT1,1
EGR1,RREB1,1
EGR1,RUVBL1,1
EGR1,RXRA,1
EGR1,S100A13,1
EGR1,SATB2,1
EGR1,SEC22C,1
EGR1,SELM,1
EGR1,SERPINB1,1
EGR1,SHISA2,1
EGR1,SKIL,1
EGR1,SLC2A4RG,1
EGR1,SLC39A10,1
EGR1,SMAD3,1
EGR1,SNAPC2,1
EGR1,SNX8,1
EGR1,SOCS2,1
EGR1,SON,1
EGR1,SOX12,1
EGR1,SOX2,1
EGR1,SP1,1
EGR1,SP4,1
EGR1,SQLE,1
EGR1,SREBF2,1
EGR1,STAU2,1
EGR1,TBCD,1
EGR1,TBPL1,1
EGR1,TCFL5,1
EGR1,TEAD2,1
EGR1,TF,1
EGR1,TFE3,1
EGR1,TFRC,1
EGR1,THAP4,1
EGR1,THRB,1
EGR1,THYN1,1
EGR1,TIGD2,1
EGR1,TIMM21,1
EGR1,TIMP1,1
EGR1,TMCC1,1
EGR1,TMEM120A,1
EGR1,TNFRSF12A,1
EGR1,TOPORS,1
EGR1,TRAPPC8,1
EGR1,TRERF1,1
EGR1,TRMT1,1
EGR1,TRNT1,1
EGR1,TTC14,1
EGR1,TTC9C,1
EGR1,TUBB6,1
EGR1,UBE2E3,1
EGR1,USP1,1
EGR1,USP11,1
EGR1,USP28,1
EGR1,USP3,1
EGR1,USP39,1
EGR1,WARS,1
EGR1,WDHD1,1
EGR1,WDR13,1
EGR1,XPO5,1
EGR1,YAF2,1
EGR1,YBX1,1
EGR1,YY1,1
EGR1,ZBTB34,1
EGR1,ZBTB37,1
EGR1,ZBTB9,1
EGR1,ZFP1,1
EGR1,ZFP62,1
EGR1,ZFP90,1
EGR1,ZHX1,1
EGR1,ZKSCAN5,1
EGR1,ZMYM5,1
EGR1,ZNF141,1
EGR1,ZNF160,1
EGR1,ZNF189,1
EGR1,ZNF22,1
EGR1,ZNF280B,1
EGR1,ZNF281,1
EGR1,ZNF3,1
EGR1,ZNF33A,1
EGR1,ZNF33B,1
EGR1,ZNF34,1
EGR1,ZNF395,1
EGR1,ZNF398,1
EGR1,ZNF48,1
EGR1,ZNF480,1
EGR1,ZNF557,1
EGR1,ZNF571,1
EGR1,ZNF644,1
EGR1,ZNF668,1
EGR1,ZNF691,1
EGR1,ZNF740,1
EGR1,ZNF786,1
EGR1,ZNF800,1
EGR1,ZNF808,1
ELF1,HMGA1,1
ELF1,NFKB1,1
ELF1,NFYB,1
ELF1,SP1,1
ELF3,JUN,1
ELF3,MYC,1
ELF3,NFKB1,1
ELK4,ID2,1
ELK4,ID3,1
ELK4,SRF,1
EPAS1,ARNTL,1
EPAS1,ARNTL2,1
EPAS1,SMAD3,1
ESRRG,DUT,1
ESRRG,NCOA1,1
ETS1,AXL,1
ETS1,BID,1
ETS1,BRCA2,1
ETS1,CDK4,1
ETS1,ETV4,1
ETS1,FOS,1
ETS1,FOSL1,1
ETS1,GABPA,1
ETS1,JUN,1
ETS1,LCP1,1
ETS1,MAF,1
ETS1,MYC,1
ETS1,NFKB1,1
ETS1,NME1,1
ETS1,NNAT,1
ETS1,NR3C1,1
ETS1,NTHL1,1
ETS1,PSEN1,1
ETS1,SMAD3,1
ETS1,SP1,1
ETS1,SP100,1
ETS1,SPP1,1
ETS1,STAT5B,1
ETS1,STAT6,1
ETS1,TDP2,1
ETS1,TFRC,1
ETS1,TIMP1,1
ETV4,BRCA1,1
ETV4,FOS,1
ETV4,SHMT2,1
ETV4,SPP1,1
ETV4,SRF,1
ETV4,TIMP1,1
FOS,ACADVL,1
FOS,ADM,1
FOS,ANXA3,1
FOS,ATF1,1
FOS,ATF3,1
FOS,ATP1B1,1
FOSB,ACADVL,1
FOSB,ANXA3,1
FOSB,ATF1,1
FOSB,ATP1B1,1
FOS,BAZ2A,1
FOSB,BAZ2A,1
FOSB,BCL6,1
FOSB,BHLHE40,1
FOSB,BRD8,1
FOSB,C10orf82,1
FOSB,CAMTA1,1
FOSB,CAPN12,1
FOS,BCL6,1
FOSB,CLOCK,1
FOSB,CRABP2,1
FOSB,CSRNP1,1
FOSB,DRAP1,1
FOSB,EFTUD2,1
FOSB,EIF3J,1
FOSB,F3,1
FOSB,FOSL1,1
FOSB,GATA4,1
FOSB,GRPR,1
FOSB,HDAC3,1
FOS,BHLHE40,1
FOSB,HOOK2,1
FOSB,ICA1,1
FOSB,JRK,1
FOSB,JUNB,1
FOSB,JUND,1
FOSB,KAT7,1
FOSB,KDM2A,1
FOSB,KLF5,1
FOSB,MAD2L1BP,1
FOSB,MYO1E,1
FOSB,NEDD4L,1
FOSB,PIM2,1
FOSB,RABGAP1L,1
FOSB,RARA,1
FOSB,RARG,1
FOSB,RBP4,1
FOS,BRD8,1
FOSB,RXRB,1
FOSB,SALL1,1
FOSB,SOX9,1
FOSB,STAT5B,1
FOSB,SYTL2,1
FOSB,TCF3,1
FOSB,THAP10,1
FOSB,TNNI3,1
FOSB,TOPORS,1
FOSB,TUBB6,1
FOSB,WDR13,1
FOSB,ZNF207,1
FOSB,ZNF532,1
FOSB,ZNF574,1
FOS,C10orf82,1
FOS,C12orf10,1
FOS,CA2,1
FOS,CACYBP,1
FOS,CAMTA1,1
FOS,CAPN12,1
FOS,CCBL2,1
FOS,CDK4,1
FOS,CDK5,1
FOS,CEBPG,1
FOS,CERS2,1
FOS,CHEK2,1
FOS,CKS1B,1
FOS,CLOCK,1
FOS,CRABP2,1
FOS,CSRNP1,1
FOS,CYP3A5,1
FOS,DHRS3,1
FOS,DOT1L,1
FOS,DPCD,1
FOS,DRAP1,1
FOS,EFTUD2,1
FOS,EIF3J,1
FOS,ELK4,1
FOS,EPSTI1,1
FOS,ERCC1,1
FOS,ETS1,1
FOS,F2RL1,1
FOS,F3,1
FOS,FOSL1,1
FOS,FOSL2,1
FOS,GATA4,1
FOS,GRPR,1
FOS,GSN,1
FOS,HDAC3,1
FOS,HMGA1,1
FOS,HNF4A,1
FOS,HOOK2,1
FOS,ICA1,1
FOS,IL6ST,1
FOS,ISG20,1
FOS,JRK,1
FOS,JUN,1
FOS,JUNB,1
FOS,JUND,1
FOS,KAT7,1
FOS,KDM2A,1
FOS,KIF20A,1
FOS,KIF20B,1
FOS,KLF5,1
FOSL1,ACADVL,1
FOSL1,ANXA3,1
FOSL1,ATP1B1,1
FOSL1,BAZ2A,1
FOSL1,BCL6,1
FOSL1,BHLHE40,1
FOSL1,CAMTA1,1
FOSL1,CRABP2,1
FOSL1,CSRNP1,1
FOSL1,DRAP1,1
FOSL1,EFTUD2,1
FOSL1,EIF3J,1
FOSL1,F3,1
FOSL1,GRPR,1
FOSL1,HDAC3,1
FOSL1,HOOK2,1
FOSL1,ICA1,1
FOSL1,JRK,1
FOSL1,JUN,1
FOSL1,JUNB,1
FOSL1,MAD2L1BP,1
FOSL1,MYO1E,1
FOSL1,NEDD4L,1
FOSL1,RABGAP1L,1
FOSL1,RARG,1
FOSL1,SALL1,1
FOSL1,SOX9,1
FOSL1,STAT5B,1
FOSL1,TCF3,1
FOSL1,THAP10,1
FOSL1,TNNI3,1
FOSL1,TUBB6,1
FOSL1,WDR13,1
FOSL1,ZNF207,1
FOSL1,ZNF532,1
FOSL1,ZNF574,1
FOSL2,JUN,1
FOSL2,JUNB,1
FOSL2,JUND,1
FOS,LAMC1,1
FOS,LGALS3,1
FOS,LIFR,1
FOS,MAD2L1BP,1
FOS,MAF,1
FOS,MBD6,1
FOS,MITF,1
FOS,MT2A,1
FOS,MTFP1,1
FOS,MTMR2,1
FOS,MTUS1,1
FOS,MYO1E,1
FOS,NCOA1,1
FOS,NEDD4L,1
FOS,NEK2,1
FOS,NFATC2,1
FOS,NME1,1
FOS,NR2F6,1
FOS,OCIAD2,1
FOS,OPA1,1
FOS,PIM2,1
FOS,PLAA,1
FOS,PLCD1,1
FOS,PTGR1,1
FOS,RABGAP1L,1
FOS,RAI14,1
FOS,RARA,1
FOS,RARG,1
FOS,RBP4,1
FOS,RELA,1
FOS,RXRB,1
FOS,SAAL1,1
FOS,SALL1,1
FOS,SCHIP1,1
FOS,SERPINB1,1
FOS,SMAD3,1
FOS,SOX9,1
FOS,STAT5B,1
FOS,SYTL2,1
FOS,TAGLN2,1
FOS,TBC1D15,1
FOS,TBP,1
FOS,TCF3,1
FOS,TGIF1,1
FOS,THAP10,1
FOS,THAP9,1
FOS,TIMP1,1
FOS,TM2D2,1
FOS,TNFRSF12A,1
FOS,TNNI3,1
FOS,TOPORS,1
FOS,TUBB6,1
FOS,USP3,1
FOS,WDR13,1
FOS,XBP1,1
FOS,ZBTB20,1
FOS,ZKSCAN1,1
FOS,ZNF207,1
FOS,ZNF219,1
FOS,ZNF512,1
FOS,ZNF532,1
FOS,ZNF574,1
FOS,ZNF595,1
FOS,ZNF710,1
FOS,ZNF718,1
FOXA1,ACAD11,1
FOXA1,ADNP2,1
FOXA1,AEBP2,1
FOXA1,AHSG,1
FOXA1,AMBP,1
FOXA1,ARID5B,1
FOXA1,CACYBP,1
FOXA1,COMMD3,1
FOXA1,ECT2,1
FOXA1,EFCAB11,1
FOXA1,EFNA1,1
FOXA1,EXPH5,1
FOXA1,FABP1,1
FOXA1,FGB,1
FOXA1,FOXJ3,1
FOXA1,FOXP1,1
FOXA1,GNPNAT1,1
FOXA1,GTF3C2,1
FOXA1,HACL1,1
FOXA1,ID2,1
FOXA1,MBNL2,1
FOXA1,MCM7,1
FOXA1,MT2A,1
FOXA1,NEDD4L,1
FOXA1,NR2F2,1
FOXA1,PYGL,1
FOXA1,RAB34,1
FOXA1,RBP4,1
FOXA1,RIN2,1
FOXA1,RRM2,1
FOXA1,SEPP1,1
FOXA1,SERPIND1,1
FOXA1,SLC39A10,1
FOXA1,SMAD3,1
FOXA1,TF,1
FOXA1,TGDS,1
FOXA1,TGIF1,1
FOXA1,UGT2B11,1
FOXA1,VCAN,1
FOXA1,VEZF1,1
FOXA1,YAE1D1,1
FOXA1,ZBTB25,1
FOXA1,ZNF22,1
FOXA1,ZNF3,1
FOXA2,ADNP2,1
FOXA2,AEBP2,1
FOXA2,AMBP,1
FOXA2,ANG,1
FOXA2,ARID5B,1
FOXA2,AURKB,1
FOXA2,CBX2,1
FOXA2,CFLAR,1
FOXA2,COMMD3,1
FOXA2,DNMT3B,1
FOXA2,ECT2,1
FOXA2,EFCAB11,1
FOXA2,EFNA1,1
FOXA2,FABP1,1
FOXA2,FAM13A,1
FOXA2,FOXJ3,1
FOXA2,FOXP1,1
FOXA2,GSN,1
FOXA2,GTF3C2,1
FOXA2,HACL1,1
FOXA2,HIST1H4C,1
FOXA2,HPX,1
FOXA2,ID2,1
FOXA2,KIF20B,1
FOXA2,MCM5,1
FOXA2,MCM7,1
FOXA2,MT2A,1
FOXA2,NARS2,1
FOXA2,NCOA1,1
FOXA2,NEDD4L,1
FOXA2,NR1H3,1
FOXA2,NR2F2,1
FOXA2,OTX2,1
FOXA2,PDZK1,1
FOXA2,POLR3E,1
FOXA2,RBP4,1
FOXA2,RHOBTB3,1
FOXA2,RIN2,1
FOXA2,RNASE4,1
FOXA2,RRM2,1
FOXA2,SERPIND1,1
FOXA2,SLC39A10,1
FOXA2,SMAD3,1
FOXA2,SPINK1,1
FOXA2,TBX3,1
FOXA2,TF,1
FOXA2,TGIF1,1
FOXA2,UGT2B11,1
FOXA2,VEZF1,1
FOXA2,YAE1D1,1
FOXA2,ZBTB2,1
FOXA2,ZNF24,1
FOXA2,ZWILCH,1
FOXH1,DRAP1,1
FOXH1,SMAD3,1
FOXM1,CDK1,1
FOXN3,EXOSC8,1
FOXO1,ARHGAP35,1
FOXO1,BSCL2,1
FOXO1,CAMTA1,1
FOXO1,COQ3,1
FOXO1,CXXC4,1
FOXO1,DDAH1,1
FOXO1,DMKN,1
FOXO1,E2F3,1
FOXO1,EFNA1,1
FOXO1,ETV5,1
FOXO1,FOXP1,1
FOXO1,GABPA,1
FOXO1,HIVEP2,1
FOXO1,HNF4A,1
FOXO1,ICA1,1
FOXO1,ID2,1
FOXO1,KIF20A,1
FOXO1,KLHDC2,1
FOXO1,LIFR,1
FOXO1,MAFF,1
FOXO1,MOV10,1
FOXO1,MTX2,1
FOXO1,MXI1,1
FOXO1,NEDD4L,1
FOXO1,OTX2,1
FOXO1,PATZ1,1
FOXO1,PRDM1,1
FOXO1,PTTG1,1
FOXO1,RABGAP1L,1
FOXO1,RARA,1
FOXO1,RIN2,1
FOXO1,RXRA,1
FOXO1,SATB2,1
FOXO1,SCHIP1,1
FOXO1,SEMA3E,1
FOXO1,SETBP1,1
FOXO1,SLC39A10,1
FOXO1,SMAD3,1
FOXO1,TAF2,1
FOXO1,TBC1D15,1
FOXO1,TFDP2,1
FOXO1,TGIF1,1
FOXO1,THRB,1
FOXO1,TRERF1,1
FOXO1,VCAN,1
FOXO1,ZBTB16,1
FOXO1,ZBTB20,1
FOXO1,ZMAT4,1
FOXO1,ZNF395,1
FOXO1,ZWILCH,1
FOXP1,FOXP4,1
FOXP4,FOXP1,1
GABPA,AIMP2,1
GABPA,ALG8,1
GABPA,ALKBH3,1
GABPA,ANAPC4,1
GABPA,ANG,1
GABPA,AP1G2,1
GABPA,APEH,1
GABPA,APPL2,1
GABPA,APTX,1
GABPA,ARID2,1
GABPA,ARID3B,1
GABPA,ATF1,1
GABPA,ATF4,1
GABPA,ATG4C,1
GABPA,ATG5,1
GABPA,ATIC,1
GABPA,ATMIN,1
GABPA,ATP2C1,1
GABPA,BID,1
GABPA,BLM,1
GABPA,BRIX1,1
GABPA,BSCL2,1
GABPA,C11orf49,1
GABPA,C11orf74,1
GABPA,C12orf10,1
GABPA,C12orf29,1
GABPA,C17orf75,1
GABPA,C5orf22,1
GABPA,C6orf203,1
GABPA,CAMTA1,1
GABPA,CC2D1A,1
GABPA,CCBL2,1
GABPA,CCDC126,1
GABPA,CCDC82,1
GABPA,CCNH,1
GABPA,CDC20,1
GABPA,CDK4,1
GABPA,CDK5RAP1,1
GABPA,CDK5RAP3,1
GABPA,CENPH,1
GABPA,CERS5,1
GABPA,CFLAR,1
GABPA,CGGBP1,1
GABPA,CHTF18,1
GABPA,CIDEB,1
GABPA,CKAP2,1
GABPA,CKS1B,1
GABPA,CKS2,1
GABPA,CMC1,1
GABPA,CNOT10,1
GABPA,COA5,1
GABPA,COPS3,1
GABPA,CPSF3,1
GABPA,CREB3,1
GABPA,CXXC1,1
GABPA,DAZAP2,1
GABPA,DCAF13,1
GABPA,DCLRE1C,1
GABPA,DDX39A,1
GABPA,DDX56,1
GABPA,DEPDC5,1
GABPA,DGAT1,1
GABPA,DLGAP5,1
GABPA,DMTF1,1
GABPA,DNAJB9,1
GABPA,DNMT1,1
GABPA,DNPEP,1
GABPA,DPCD,1
GABPA,DPEP1,1
GABPA,DR1,1
GABPA,DROSHA,1
GABPA,DTYMK,1
GABPA,DUSP12,1
GABPA,E2F4,1
GABPA,EBNA1BP2,1
GABPA,ECHDC2,1
GABPA,EEA1,1
GABPA,EFCAB11,1
GABPA,EFTUD2,1
GABPA,EGR1,1
GABPA,EIF2B1,1
GABPA,EIF2B2,1
GABPA,EIF2B5,1
GABPA,ELK4,1
GABPA,ELP2,1
GABPA,ERCC1,1
GABPA,EXOSC3,1
GABPA,EXOSC8,1
GABPA,EXTL2,1
GABPA,FAM200B,1
GABPA,FANCB,1
GABPA,FANCD2,1
GABPA,FANCI,1
GABPA,FANCL,1
GABPA,FBXO22,1
GABPA,FEN1,1
GABPA,FIBP,1
GABPA,FOXH1,1
GABPA,FTSJ2,1
GABPA,G2E3,1
GABPA,G6PC3,1
GABPA,GABPB1,1
GABPA,GATAD2A,1
GABPA,GEMIN7,1
GABPA,GEMIN8,1
GABPA,GMEB1,1
GABPA,GMPR2,1
GABPA,GPRC5C,1
GABPA,GTF2IRD2,1
GABPA,GTF2IRD2B,1
GABPA,GTF3A,1
GABPA,HARS,1
GABPA,HARS2,1
GABPA,HAT1,1
GABPA,HIBCH,1
GABPA,HMBS,1
GABPA,HMGA1,1
GABPA,HMGN4,1
GABPA,HOOK2,1
GABPA,IDH3B,1
GABPA,IDI1,1
GABPA,IFITM2,1
GABPA,IFNGR1,1
GABPA,IMP4,1
GABPA,INSIG2,1
GABPA,ISY1,1
GABPA,ITGB3BP,1
GABPA,JRK,1
GABPA,KAT7,1
GABPA,KIF23,1
GABPA,LCMT1,1
GABPA,LIG1,1
GABPA,LSM10,1
GABPA,MAD2L1BP,1
GABPA,MAT2B,1
GABPA,MAZ,1
GABPA,MBD6,1
GABPA,MCM4,1
GABPA,MCM5,1
GABPA,MCM7,1
GABPA,MCRS1,1
GABPA,MELK,1
GABPA,METTL17,1
GABPA,METTL18,1
GABPA,METTL3,1
GABPA,MGST2,1
GABPA,MPPE1,1
GABPA,MRPL1,1
GABPA,MRPS22,1
GABPA,MSANTD4,1
GABPA,MSH2,1
GABPA,MT2A,1
GABPA,MTAP,1
GABPA,MTRR,1
GABPA,MTTP,1
GABPA,MTX2,1
GABPA,NAA50,1
GABPA,NDFIP2,1
GABPA,NDUFAF4,1
GABPA,NEDD1,1
GABPA,NIF3L1,1
GABPA,NME1,1
GABPA,NME7,1
GABPA,NOL10,1
GABPA,NOP16,1
GABPA,NR1H2,1
GABPA,NR1H3,1
GABPA,NSMCE1,1
GABPA,NT5DC1,1
GABPA,NT5DC2,1
GABPA,NTHL1,1
GABPA,NUDT1,1
GABPA,NUF2,1
GABPA,NUP107,1
GABPA,NUP35,1
GABPA,NUP37,1
GABPA,NUP54,1
GABPA,OCIAD2,1
GABPA,OGFOD1,1
GABPA,OMA1,1
GABPA,OPA1,1
GABPA,ORC4,1
GABPA,PAAF1,1
GABPA,PABPC1L,1
GABPA,PAK1IP1,1
GABPA,PATZ1,1
GABPA,PCCA,1
GABPA,PEF1,1
GABPA,PEX2,1
GABPA,PFKM,1
GABPA,PGAP2,1
GABPA,PHF5A,1
GABPA,PIGH,1
GABPA,PIH1D1,1
GABPA,PIK3R1,1
GABPA,PLRG1,1
GABPA,POGK,1
GABPA,POLI,1
GABPA,POLR1C,1
GABPA,POP5,1
GABPA,POU2F1,1
GABPA,PPIL1,1
GABPA,PPP1R21,1
GABPA,PPP2R3C,1
GABPA,PRMT3,1
GABPA,PSEN1,1
GABPA,PSMD10,1
GABPA,PTPN12,1
GABPA,RABEPK,1
GABPA,RAI14,1
GABPA,RARA,1
GABPA,RBM18,1
GABPA,REST,1
GABPA,RFC2,1
GABPA,RFC4,1
GABPA,RFXANK,1
GABPA,RNASE4,1
GABPA,RRM2,1
GABPA,RUVBL1,1
GABPA,RXRB,1
GABPA,SERPINB1,1
GABPA,SERPINI1,1
GABPA,SLC25A20,1
GABPA,SLC35B4,1
GABPA,SLC7A6,1
GABPA,SNAPC5,1
GABPA,SNX14,1
GABPA,SON,1
GABPA,SP1,1
GABPA,SPG11,1
GABPA,STX8,1
GABPA,SULT1A2,1
GABPA,TBC1D15,1
GABPA,TBP,1
GABPA,TBPL1,1
GABPA,TBRG4,1
GABPA,TERF1,1
GABPA,TFCP2,1
GABPA,TFRC,1
GABPA,TGDS,1
GABPA,TGIF2,1
GABPA,THAP1,1
GABPA,THAP11,1
GABPA,THAP2,1
GABPA,THAP5,1
GABPA,TIGD7,1
GABPA,TIMMDC1,1
GABPA,TINF2,1
GABPA,TMEM120A,1
GABPA,TMEM69,1
GABPA,TMF1,1
GABPA,TMX3,1
GABPA,TNNT1,1
GABPA,TOPORS,1
GABPA,TRAFD1,1
GABPA,TRIP13,1
GABPA,TRNT1,1
GABPA,TRPT1,1
GABPA,TSR1,1
GABPA,TTC14,1
GABPA,TTC4,1
GABPA,TTC9C,1
GABPA,TTF1,1
GABPA,TTI2,1
GABPA,UBE2E3,1
GABPA,UBL7,1
GABPA,UMPS,1
GABPA,USP11,1
GABPA,USP3,1
GABPA,USP39,1
GABPA,UTP18,1
GABPA,UTP23,1
GABPA,VEZF1,1
GABPA,VPS72,1
GABPA,VPS8,1
GABPA,WARS,1
GABPA,WDR3,1
GABPA,WDR74,1
GABPA,WDR75,1
GABPA,WDYHV1,1
GABPA,YAE1D1,1
GABPA,YAF2,1
GABPA,ZBED5,1
GABPA,ZBTB2,1
GABPA,ZBTB34,1
GABPA,ZDHHC13,1
GABPA,ZDHHC4,1
GABPA,ZDHHC6,1
GABPA,ZFAND2A,1
GABPA,ZFP62,1
GABPA,ZFP64,1
GABPA,ZKSCAN1,1
GABPA,ZKSCAN5,1
GABPA,ZNF101,1
GABPA,ZNF121,1
GABPA,ZNF134,1
GABPA,ZNF138,1
GABPA,ZNF142,1
GABPA,ZNF143,1
GABPA,ZNF160,1
GABPA,ZNF184,1
GABPA,ZNF2,1
GABPA,ZNF200,1
GABPA,ZNF202,1
GABPA,ZNF215,1
GABPA,ZNF223,1
GABPA,ZNF239,1
GABPA,ZNF24,1
GABPA,ZNF256,1
GABPA,ZNF267,1
GABPA,ZNF277,1
GABPA,ZNF3,1
GABPA,ZNF302,1
GABPA,ZNF317,1
GABPA,ZNF329,1
GABPA,ZNF333,1
GABPA,ZNF35,1
GABPA,ZNF398,1
GABPA,ZNF441,1
GABPA,ZNF443,1
GABPA,ZNF449,1
GABPA,ZNF460,1
GABPA,ZNF496,1
GABPA,ZNF501,1
GABPA,ZNF511,1
GABPA,ZNF512,1
GABPA,ZNF557,1
GABPA,ZNF561,1
GABPA,ZNF562,1
GABPA,ZNF567,1
GABPA,ZNF569,1
GABPA,ZNF570,1
GABPA,ZNF574,1
GABPA,ZNF578,1
GABPA,ZNF581,1
GABPA,ZNF585A,1
GABPA,ZNF585B,1
GABPA,ZNF594,1
GABPA,ZNF595,1
GABPA,ZNF616,1
GABPA,ZNF668,1
GABPA,ZNF670,1
GABPA,ZNF677,1
GABPA,ZNF7,1
GABPA,ZNF700,1
GABPA,ZNF717,1
GABPA,ZNF718,1
GABPA,ZNF740,1
GABPA,ZNF749,1
GABPA,ZNF766,1
GABPA,ZNF791,1
GABPA,ZNF808,1
GABPA,ZNF829,1
GABPA,ZNF836,1
GABPA,ZNF841,1
GABPA,ZNF850,1
GABPA,ZNF880,1
GABPA,ZSCAN16,1
GABPA,ZSCAN22,1
GABPB1,ATF1,1
