,Gene1,Gene2,Type,_merge
5805,ADNP2,MYBL2,,left_only
5806,ADNP2,ELF1,,left_only
5807,WDR12,JUND,,left_only
5808,WDR12,MAZ,,left_only
5809,WDR12,REST,,left_only
5810,WDR12,MYC,,left_only
5811,WDR12,CREB1,,left_only
5812,WDR12,CEBPD,,left_only
5813,WDR12,RFX5,,left_only
5814,WDR12,FOSL2,,left_only
5815,WDR12,MYBL2,,left_only
5816,WDR12,ELF1,,left_only
5817,PRKCE,MAFF,,left_only
5818,PRKCE,JUND,,left_only
5819,PRKCE,MAZ,,left_only
5820,PRKCE,REST,,left_only
5821,PRKCE,MYC,,left_only
5822,PRKCE,CREB1,,left_only
5823,PRKCE,CEBPD,,left_only
5824,PRKCE,RFX5,,left_only
5825,PRKCE,FOSL2,,left_only
5826,PRKCE,MYBL2,,left_only
5827,PRKCE,ELF1,,left_only
5828,DCLRE1C,JUND,,left_only
5829,DCLRE1C,MAZ,,left_only
5830,DCLRE1C,REST,,left_only
5831,DCLRE1C,MYC,,left_only
5832,DCLRE1C,CREB1,,left_only
5833,DCLRE1C,CEBPD,,left_only
5834,DCLRE1C,RFX5,,left_only
5835,DCLRE1C,FOSL2,,left_only
5836,DCLRE1C,MYBL2,,left_only
5837,DCLRE1C,ELF1,,left_only
5838,ANPEP,JUND,,left_only
5839,ANPEP,MAZ,,left_only
5840,ANPEP,REST,,left_only
5841,ANPEP,MYC,,left_only
5842,ANPEP,CREB1,,left_only
5843,ANPEP,CEBPD,,left_only
5844,ANPEP,RFX5,,left_only
5845,ANPEP,FOSL2,,left_only
5846,ANPEP,MYBL2,,left_only
5847,ANPEP,ELF1,,left_only
5848,HMGB2,MAFF,,left_only
5849,HMGB2,JUND,,left_only
5850,HMGB2,MAZ,,left_only
5851,HMGB2,REST,,left_only
5852,HMGB2,MYC,,left_only
5853,HMGB2,CREB1,,left_only
5854,HMGB2,CEBPD,,left_only
5855,HMGB2,RFX5,,left_only
5856,HMGB2,FOSL2,,left_only
5857,HMGB2,MYBL2,,left_only
5858,HMGB2,ELF1,,left_only
5859,TFDP1,JUND,,left_only
5860,TFDP1,MAZ,,left_only
5861,TFDP1,REST,,left_only
5862,TFDP1,MYC,,left_only
5863,TFDP1,CREB1,,left_only
5864,TFDP1,CEBPD,,left_only
5865,TFDP1,RFX5,,left_only
5866,TFDP1,FOSL2,,left_only
5867,TFDP1,MYBL2,,left_only
5868,TFDP1,ELF1,,left_only
5869,ZNF85,JUND,,left_only
5870,ZNF85,MAZ,,left_only
5871,ZNF85,REST,,left_only
5872,ZNF85,MYC,,left_only
5873,ZNF85,CREB1,,left_only
5874,ZNF85,CEBPD,,left_only
5875,ZNF85,RFX5,,left_only
5876,ZNF85,FOSL2,,left_only
5877,ZNF85,MYBL2,,left_only
5878,ZNF85,ELF1,,left_only
5879,LMO7,JUND,,left_only
5880,LMO7,CREB1,,left_only
5881,LMO7,FOSL2,,left_only
5882,FOXM1,JUND,,left_only
5883,FOXM1,MAZ,,left_only
5884,FOXM1,REST,,left_only
5885,FOXM1,MYC,,left_only
5886,FOXM1,CREB1,,left_only
5887,FOXM1,CEBPD,,left_only
5888,FOXM1,RFX5,,left_only
5889,FOXM1,FOSL2,,left_only
5890,FOXM1,MYBL2,,left_only
5891,FOXM1,ELF1,,left_only
5892,ZNF667,JUND,,left_only
5893,ZNF667,MAZ,,left_only
5894,ZNF667,REST,,left_only
5895,ZNF667,MYC,,left_only
5896,ZNF667,CREB1,,left_only
5897,ZNF667,CEBPD,,left_only
5898,ZNF667,RFX5,,left_only
5899,ZNF667,FOSL2,,left_only
5900,HMGN3,JUND,,left_only
5901,HMGN3,MAZ,,left_only
5902,HMGN3,REST,,left_only
5903,HMGN3,MYC,,left_only
5904,HMGN3,CREB1,,left_only
5905,HMGN3,CEBPD,,left_only
5906,HMGN3,RFX5,,left_only
5907,HMGN3,FOSL2,,left_only
5908,HMGN3,MYBL2,,left_only
5909,HMGN3,ELF1,,left_only
5910,AKR1B1,JUND,,left_only
5911,AKR1B1,MAZ,,left_only
5912,AKR1B1,REST,,left_only
5913,AKR1B1,MYC,,left_only
5914,AKR1B1,CREB1,,left_only
5915,AKR1B1,CEBPD,,left_only
5916,AKR1B1,RFX5,,left_only
5917,AKR1B1,FOSL2,,left_only
5918,AKR1B1,MYBL2,,left_only
5919,AKR1B1,ELF1,,left_only
5920,IL6ST,MAFF,,left_only
5921,IL6ST,JUND,,left_only
5922,IL6ST,MAZ,,left_only
5923,IL6ST,REST,,left_only
5924,IL6ST,MYC,,left_only
5925,IL6ST,CREB1,,left_only
5926,IL6ST,CEBPD,,left_only
5927,IL6ST,RFX5,,left_only
5928,IL6ST,FOSL2,,left_only
5929,IL6ST,MYBL2,,left_only
5930,IL6ST,ELF1,,left_only
5931,MTF2,JUND,,left_only
5932,MTF2,MAZ,,left_only
5933,MTF2,REST,,left_only
5934,MTF2,MYC,,left_only
5935,MTF2,CREB1,,left_only
5936,MTF2,CEBPD,,left_only
5937,MTF2,RFX5,,left_only
5938,MTF2,FOSL2,,left_only
5939,MTF2,MYBL2,,left_only
5940,MTF2,ELF1,,left_only
5941,SMC4,MAFF,,left_only
5942,SMC4,JUND,,left_only
5943,SMC4,MAZ,,left_only
5944,SMC4,REST,,left_only
5945,SMC4,MYC,,left_only
5946,SMC4,CREB1,,left_only
5947,SMC4,CEBPD,,left_only
5948,SMC4,RFX5,,left_only
5949,SMC4,FOSL2,,left_only
5950,SMC4,MYBL2,,left_only
5951,SMC4,ELF1,,left_only
5952,LRR1,JUND,,left_only
5953,LRR1,MAZ,,left_only
5954,LRR1,REST,,left_only
5955,LRR1,MYC,,left_only
5956,LRR1,CREB1,,left_only
5957,LRR1,CEBPD,,left_only
5958,LRR1,RFX5,,left_only
5959,LRR1,FOSL2,,left_only
5960,LRR1,MYBL2,,left_only
5961,LRR1,ELF1,,left_only
5962,CREB3L2,CREB1,,left_only
5963,E2F4,JUND,,left_only
5964,E2F4,MYC,,left_only
5965,E2F4,CREB1,,left_only
5966,E2F4,CEBPD,,left_only
5967,E2F4,RFX5,,left_only
5968,E2F4,FOSL2,,left_only
5969,ZNF280B,JUND,,left_only
5970,ZNF280B,MAZ,,left_only
5971,ZNF280B,REST,,left_only
5972,ZNF280B,MYC,,left_only
5973,ZNF280B,CREB1,,left_only
5974,ZNF280B,CEBPD,,left_only
5975,ZNF280B,RFX5,,left_only
5976,ZNF280B,FOSL2,,left_only
5977,ZNF280B,MYBL2,,left_only
5978,TIMM9,JUND,,left_only
5979,TIMM9,MYC,,left_only
5980,TIMM9,CREB1,,left_only
5981,TIMM9,CEBPD,,left_only
5982,TIMM9,RFX5,,left_only
5983,TIMM9,FOSL2,,left_only
5984,ZNF691,JUND,,left_only
5985,ZNF691,REST,,left_only
5986,ZNF691,MYC,,left_only
5987,ZNF691,CREB1,,left_only
5988,ZNF691,CEBPD,,left_only
5989,ZNF691,RFX5,,left_only
5990,ZNF691,FOSL2,,left_only
5991,FANCD2,MAFF,,left_only
5992,FANCD2,JUND,,left_only
5993,FANCD2,MAZ,,left_only
5994,FANCD2,REST,,left_only
5995,FANCD2,MYC,,left_only
5996,FANCD2,CREB1,,left_only
5997,FANCD2,CEBPD,,left_only
5998,FANCD2,RFX5,,left_only
5999,FANCD2,FOSL2,,left_only
6000,FANCD2,MYBL2,,left_only
6001,FANCD2,ELF1,,left_only
6002,EFTUD2,JUND,,left_only
6003,EFTUD2,MAZ,,left_only
6004,EFTUD2,REST,,left_only
6005,EFTUD2,MYC,,left_only
6006,EFTUD2,CREB1,,left_only
6007,EFTUD2,CEBPD,,left_only
6008,EFTUD2,RFX5,,left_only
6009,EFTUD2,FOSL2,,left_only
6010,EFTUD2,MYBL2,,left_only
6011,EFTUD2,ELF1,,left_only
6012,TFF1,CREB1,,left_only
6013,HERPUD1,JUND,,left_only
6014,HERPUD1,MAZ,,left_only
6015,HERPUD1,REST,,left_only
6016,HERPUD1,MYC,,left_only
6017,HERPUD1,CREB1,,left_only
6018,HERPUD1,CEBPD,,left_only
6019,HERPUD1,RFX5,,left_only
6020,HERPUD1,FOSL2,,left_only
6021,HERPUD1,MYBL2,,left_only
6022,HERPUD1,ELF1,,left_only
6023,EFNA1,JUND,,left_only
6024,EFNA1,MAZ,,left_only
6025,EFNA1,REST,,left_only
6026,EFNA1,MYC,,left_only
6027,EFNA1,CREB1,,left_only
6028,EFNA1,CEBPD,,left_only
6029,EFNA1,RFX5,,left_only
6030,EFNA1,FOSL2,,left_only
6031,EFNA1,MYBL2,,left_only
6032,EFNA1,ELF1,,left_only
6033,APOB,MAFF,,left_only
6034,APOB,JUND,,left_only
6035,APOB,MAZ,,left_only
6036,APOB,REST,,left_only
6037,APOB,MYC,,left_only
6038,APOB,CREB1,,left_only
6039,APOB,CEBPD,,left_only
6040,APOB,RFX5,,left_only
6041,APOB,FOSL2,,left_only
6042,APOB,MYBL2,,left_only
6043,APOB,ELF1,,left_only
6044,KDELR3,JUND,,left_only
6045,KDELR3,MAZ,,left_only
6046,KDELR3,REST,,left_only
6047,KDELR3,MYC,,left_only
6048,KDELR3,CREB1,,left_only
6049,KDELR3,CEBPD,,left_only
6050,KDELR3,RFX5,,left_only
6051,KDELR3,FOSL2,,left_only
6052,KDELR3,MYBL2,,left_only
6053,KDELR3,ELF1,,left_only
6054,ZNF574,JUND,,left_only
6055,ZNF574,CREB1,,left_only
6056,CNOT10,JUND,,left_only
6057,CNOT10,MYC,,left_only
6058,CNOT10,CREB1,,left_only
6059,CNOT10,CEBPD,,left_only
6060,CNOT10,RFX5,,left_only
6061,CNOT10,FOSL2,,left_only
6062,ZNF675,JUND,,left_only
6063,ZNF675,MAZ,,left_only
6064,ZNF675,REST,,left_only
6065,ZNF675,MYC,,left_only
6066,ZNF675,CREB1,,left_only
6067,ZNF675,CEBPD,,left_only
6068,ZNF675,RFX5,,left_only
6069,ZNF675,FOSL2,,left_only
6070,ZNF675,MYBL2,,left_only
6071,ZNF675,ELF1,,left_only
6072,NCAPG,MAFF,,left_only
6073,NCAPG,JUND,,left_only
6074,NCAPG,MAZ,,left_only
6075,NCAPG,REST,,left_only
6076,NCAPG,MYC,,left_only
6077,NCAPG,CREB1,,left_only
6078,NCAPG,CEBPD,,left_only
6079,NCAPG,RFX5,,left_only
6080,NCAPG,FOSL2,,left_only
6081,NCAPG,MYBL2,,left_only
6082,NCAPG,ELF1,,left_only
6083,TIGD7,CREB1,,left_only
6084,F2RL1,JUND,,left_only
6085,F2RL1,MAZ,,left_only
6086,F2RL1,REST,,left_only
6087,F2RL1,MYC,,left_only
6088,F2RL1,CREB1,,left_only
6089,F2RL1,CEBPD,,left_only
6090,F2RL1,RFX5,,left_only
6091,F2RL1,FOSL2,,left_only
6092,F2RL1,MYBL2,,left_only
6093,F2RL1,ELF1,,left_only
6094,TOP2A,JUND,,left_only
6095,TOP2A,MAZ,,left_only
6096,TOP2A,REST,,left_only
6097,TOP2A,MYC,,left_only
6098,TOP2A,CREB1,,left_only
6099,TOP2A,CEBPD,,left_only
6100,TOP2A,RFX5,,left_only
6101,TOP2A,FOSL2,,left_only
6102,TOP2A,MYBL2,,left_only
6103,TOP2A,ELF1,,left_only
6104,AEBP2,MAFF,,left_only
6105,AEBP2,JUND,,left_only
6106,AEBP2,MAZ,,left_only
6107,AEBP2,REST,,left_only
6108,AEBP2,MYC,,left_only
6109,AEBP2,CREB1,,left_only
6110,AEBP2,CEBPD,,left_only
6111,AEBP2,RFX5,,left_only
6112,AEBP2,FOSL2,,left_only
6113,AEBP2,MYBL2,,left_only
6114,AEBP2,ELF1,,left_only
6115,HMGA1,MAFF,,left_only
6116,HMGA1,JUND,,left_only
6117,HMGA1,MAZ,,left_only
6118,HMGA1,REST,,left_only
6119,HMGA1,MYC,,left_only
6120,HMGA1,CREB1,,left_only
6121,HMGA1,CEBPD,,left_only
6122,HMGA1,RFX5,,left_only
6123,HMGA1,FOSL2,,left_only
6124,HMGA1,MYBL2,,left_only
6125,HMGA1,ELF1,,left_only
6126,TATDN3,JUND,,left_only
6127,TATDN3,MAZ,,left_only
6128,TATDN3,REST,,left_only
6129,TATDN3,MYC,,left_only
6130,TATDN3,CREB1,,left_only
6131,TATDN3,CEBPD,,left_only
6132,TATDN3,RFX5,,left_only
6133,TATDN3,FOSL2,,left_only
6134,TATDN3,MYBL2,,left_only
6135,TATDN3,ELF1,,left_only
6136,CRYZL1,CREB1,,left_only
6137,C3orf14,JUND,,left_only
6138,C3orf14,MAZ,,left_only
6139,C3orf14,MYC,,left_only
6140,C3orf14,CREB1,,left_only
6141,C3orf14,CEBPD,,left_only
6142,C3orf14,RFX5,,left_only
6143,C3orf14,FOSL2,,left_only
6144,C3orf14,MYBL2,,left_only
6145,TOPORS,JUND,,left_only
6146,TOPORS,MAZ,,left_only
6147,TOPORS,REST,,left_only
6148,TOPORS,MYC,,left_only
6149,TOPORS,CREB1,,left_only
6150,TOPORS,CEBPD,,left_only
6151,TOPORS,RFX5,,left_only
6152,TOPORS,FOSL2,,left_only
6153,TOPORS,MYBL2,,left_only
6154,TOPORS,ELF1,,left_only
6155,BLM,JUND,,left_only
6156,BLM,MAZ,,left_only
6157,BLM,REST,,left_only
6158,BLM,MYC,,left_only
6159,BLM,CREB1,,left_only
6160,BLM,CEBPD,,left_only
6161,BLM,RFX5,,left_only
6162,BLM,FOSL2,,left_only
6163,BLM,MYBL2,,left_only
6164,BLM,ELF1,,left_only
6165,ZNF43,JUND,,left_only
6166,ZNF43,REST,,left_only
6167,ZNF43,CREB1,,left_only
6168,ZNF43,CEBPD,,left_only
6169,ZNF43,RFX5,,left_only
6170,ZNF43,FOSL2,,left_only
6171,HMGCS2,JUND,,left_only
6172,HMGCS2,MAZ,,left_only
6173,HMGCS2,REST,,left_only
6174,HMGCS2,MYC,,left_only
6175,HMGCS2,CREB1,,left_only
6176,HMGCS2,CEBPD,,left_only
6177,HMGCS2,RFX5,,left_only
6178,HMGCS2,FOSL2,,left_only
6179,HMGCS2,MYBL2,,left_only
6180,HMGCS2,ELF1,,left_only
6181,SLC38A2,JUND,,left_only
6182,SLC38A2,MAZ,,left_only
6183,SLC38A2,REST,,left_only
6184,SLC38A2,MYC,,left_only
6185,SLC38A2,CREB1,,left_only
6186,SLC38A2,CEBPD,,left_only
6187,SLC38A2,RFX5,,left_only
6188,SLC38A2,FOSL2,,left_only
6189,SLC38A2,MYBL2,,left_only
6190,SLC38A2,ELF1,,left_only
6191,ADNP,MAFF,,left_only
6192,ADNP,JUND,,left_only
6193,ADNP,MAZ,,left_only
6194,ADNP,REST,,left_only
6195,ADNP,MYC,,left_only
6196,ADNP,CREB1,,left_only
6197,ADNP,CEBPD,,left_only
6198,ADNP,RFX5,,left_only
6199,ADNP,FOSL2,,left_only
6200,ADNP,MYBL2,,left_only
6201,ADNP,ELF1,,left_only
6202,C11orf1,JUND,,left_only
6203,C11orf1,REST,,left_only
6204,C11orf1,MYC,,left_only
6205,C11orf1,CREB1,,left_only
6206,C11orf1,CEBPD,,left_only
6207,C11orf1,RFX5,,left_only
6208,C11orf1,FOSL2,,left_only
6209,MEIS3,JUND,,left_only
6210,MEIS3,MAZ,,left_only
6211,MEIS3,REST,,left_only
6212,MEIS3,MYC,,left_only
6213,MEIS3,CREB1,,left_only
6214,MEIS3,CEBPD,,left_only
6215,MEIS3,RFX5,,left_only
6216,MEIS3,FOSL2,,left_only
6217,MEIS3,MYBL2,,left_only
6218,MEIS3,ELF1,,left_only
6219,GEMIN2,JUND,,left_only
6220,GEMIN2,MAZ,,left_only
6221,GEMIN2,REST,,left_only
6222,GEMIN2,MYC,,left_only
6223,GEMIN2,CREB1,,left_only
6224,GEMIN2,CEBPD,,left_only
6225,GEMIN2,RFX5,,left_only
6226,GEMIN2,FOSL2,,left_only
6227,GEMIN2,MYBL2,,left_only
6228,GEMIN2,ELF1,,left_only
6230,EPAS1,JUND,,left_only
6231,EPAS1,JUN,,left_only
6232,EPAS1,FOXA1,,left_only
6233,EPAS1,MAZ,,left_only
6234,EPAS1,ATF3,,left_only
6235,EPAS1,REST,,left_only
6236,EPAS1,MYC,,left_only
6237,EPAS1,CREB1,,left_only
6238,EPAS1,EPAS1,,left_only
6239,EPAS1,CEBPD,,left_only
6240,EPAS1,SRF,,left_only
6241,EPAS1,RFX5,,left_only
6243,EPAS1,MYBL2,,left_only
6244,EPAS1,CEBPZ,,left_only
6245,EPAS1,ELF1,,left_only
6246,CIDEB,JUND,,left_only
6247,CIDEB,MAZ,,left_only
6248,CIDEB,REST,,left_only
6249,CIDEB,MYC,,left_only
6250,CIDEB,CREB1,,left_only
6251,CIDEB,CEBPD,,left_only
6252,CIDEB,RFX5,,left_only
6253,CIDEB,FOSL2,,left_only
6254,CIDEB,MYBL2,,left_only
6255,CIDEB,ELF1,,left_only
6256,RAB28,JUND,,left_only
6257,RAB28,REST,,left_only
6258,RAB28,CREB1,,left_only
6259,RAB28,CEBPD,,left_only
6260,RAB28,RFX5,,left_only
6261,RAB28,FOSL2,,left_only
6262,USP7,JUND,,left_only
6263,USP7,MAZ,,left_only
6264,USP7,REST,,left_only
6265,USP7,MYC,,left_only
6266,USP7,CREB1,,left_only
6267,USP7,CEBPD,,left_only
6268,USP7,RFX5,,left_only
6269,USP7,FOSL2,,left_only
6270,USP7,MYBL2,,left_only
6271,ZSCAN21,JUND,,left_only
6272,ZSCAN21,CREB1,,left_only
6273,NT5DC2,JUND,,left_only
6274,NT5DC2,MYC,,left_only
6275,NT5DC2,CREB1,,left_only
6276,NT5DC2,CEBPD,,left_only
6277,NT5DC2,RFX5,,left_only
6278,NT5DC2,FOSL2,,left_only
6279,DNMT3B,JUND,,left_only
6280,DNMT3B,MAZ,,left_only
6281,DNMT3B,REST,,left_only
6282,DNMT3B,MYC,,left_only
6283,DNMT3B,CREB1,,left_only
6284,DNMT3B,CEBPD,,left_only
6285,DNMT3B,RFX5,,left_only
6286,DNMT3B,FOSL2,,left_only
6287,DNMT3B,MYBL2,,left_only
6288,DNMT3B,ELF1,,left_only
6289,PAK1IP1,JUND,,left_only
6290,PAK1IP1,MAZ,,left_only
6291,PAK1IP1,REST,,left_only
6292,PAK1IP1,MYC,,left_only
6293,PAK1IP1,CREB1,,left_only
6294,PAK1IP1,CEBPD,,left_only
6295,PAK1IP1,RFX5,,left_only
6296,PAK1IP1,FOSL2,,left_only
6297,PAK1IP1,MYBL2,,left_only
6298,PAK1IP1,ELF1,,left_only
6299,EPHX2,JUND,,left_only
6300,EPHX2,MAZ,,left_only
6301,EPHX2,REST,,left_only
6302,EPHX2,MYC,,left_only
6303,EPHX2,CREB1,,left_only
6304,EPHX2,CEBPD,,left_only
6305,EPHX2,RFX5,,left_only
6306,EPHX2,FOSL2,,left_only
6307,EPHX2,MYBL2,,left_only
6308,EPHX2,ELF1,,left_only
6309,HAT1,MAFF,,left_only
6310,HAT1,JUND,,left_only
6311,HAT1,MAZ,,left_only
6312,HAT1,REST,,left_only
6313,HAT1,MYC,,left_only
6314,HAT1,CREB1,,left_only
6315,HAT1,CEBPD,,left_only
6316,HAT1,RFX5,,left_only
6317,HAT1,FOSL2,,left_only
6318,HAT1,MYBL2,,left_only
6319,HAT1,ELF1,,left_only
6320,MTUS1,JUND,,left_only
6321,MTUS1,MAZ,,left_only
6322,MTUS1,REST,,left_only
6323,MTUS1,MYC,,left_only
6324,MTUS1,CREB1,,left_only
6325,MTUS1,CEBPD,,left_only
6326,MTUS1,RFX5,,left_only
6327,MTUS1,FOSL2,,left_only
6328,MTUS1,MYBL2,,left_only
6329,MTUS1,ELF1,,left_only
6330,C1GALT1,JUND,,left_only
6331,C1GALT1,MAZ,,left_only
6332,C1GALT1,REST,,left_only
6333,C1GALT1,MYC,,left_only
6334,C1GALT1,CREB1,,left_only
6335,C1GALT1,CEBPD,,left_only
6336,C1GALT1,RFX5,,left_only
6337,C1GALT1,FOSL2,,left_only
6338,C1GALT1,MYBL2,,left_only
6339,C11orf74,JUND,,left_only
6340,C11orf74,MAZ,,left_only
6341,C11orf74,REST,,left_only
6342,C11orf74,MYC,,left_only
6343,C11orf74,CREB1,,left_only
6344,C11orf74,CEBPD,,left_only
6345,C11orf74,RFX5,,left_only
6346,C11orf74,FOSL2,,left_only
6347,C11orf74,MYBL2,,left_only
6348,C11orf74,ELF1,,left_only
6349,RNF138,JUND,,left_only
6350,RNF138,MAZ,,left_only
6351,RNF138,REST,,left_only
6352,RNF138,MYC,,left_only
6353,RNF138,CREB1,,left_only
6354,RNF138,CEBPD,,left_only
6355,RNF138,RFX5,,left_only
6356,RNF138,FOSL2,,left_only
6357,RNF138,MYBL2,,left_only
6358,RNF138,ELF1,,left_only
6359,C19orf48,MAFF,,left_only
6360,C19orf48,JUND,,left_only
6361,C19orf48,MAZ,,left_only
6362,C19orf48,REST,,left_only
6363,C19orf48,MYC,,left_only
6364,C19orf48,CREB1,,left_only
6365,C19orf48,CEBPD,,left_only
6366,C19orf48,RFX5,,left_only
6367,C19orf48,FOSL2,,left_only
6368,C19orf48,MYBL2,,left_only
6369,C19orf48,ELF1,,left_only
6370,MED21,JUND,,left_only
6371,MED21,MAZ,,left_only
6372,MED21,REST,,left_only
6373,MED21,MYC,,left_only
6374,MED21,CREB1,,left_only
6375,MED21,CEBPD,,left_only
6376,MED21,RFX5,,left_only
6377,MED21,FOSL2,,left_only
6378,MED21,MYBL2,,left_only
6379,MED21,ELF1,,left_only
6380,ZNF121,MAFF,,left_only
6381,ZNF121,JUND,,left_only
6382,ZNF121,MAZ,,left_only
6383,ZNF121,REST,,left_only
6384,ZNF121,MYC,,left_only
6385,ZNF121,CREB1,,left_only
6386,ZNF121,CEBPD,,left_only
6387,ZNF121,RFX5,,left_only
6388,ZNF121,FOSL2,,left_only
6389,ZNF121,MYBL2,,left_only
6390,ZNF121,ELF1,,left_only
6391,ASNSD1,JUND,,left_only
6392,ASNSD1,MAZ,,left_only
6393,ASNSD1,REST,,left_only
6394,ASNSD1,MYC,,left_only
6395,ASNSD1,CREB1,,left_only
6396,ASNSD1,CEBPD,,left_only
6397,ASNSD1,RFX5,,left_only
6398,ASNSD1,FOSL2,,left_only
6399,ASNSD1,MYBL2,,left_only
6400,CCDC82,JUND,,left_only
6401,CCDC82,MYC,,left_only
6402,CCDC82,CREB1,,left_only
6403,CCDC82,CEBPD,,left_only
6404,CCDC82,RFX5,,left_only
6405,CCDC82,FOSL2,,left_only
6406,ZNF551,JUND,,left_only
6407,ZNF551,MAZ,,left_only
6408,ZNF551,REST,,left_only
6409,ZNF551,MYC,,left_only
6410,ZNF551,CREB1,,left_only
6411,ZNF551,CEBPD,,left_only
6412,ZNF551,RFX5,,left_only
6413,ZNF551,FOSL2,,left_only
6414,ZNF551,MYBL2,,left_only
6415,PIN1,JUND,,left_only
6416,PIN1,MAZ,,left_only
6417,PIN1,REST,,left_only
6418,PIN1,MYC,,left_only
6419,PIN1,CREB1,,left_only
6420,PIN1,CEBPD,,left_only
6421,PIN1,RFX5,,left_only
6422,PIN1,FOSL2,,left_only
6423,PIN1,MYBL2,,left_only
6424,PDZK1,JUND,,left_only
6425,PDZK1,MAZ,,left_only
6426,PDZK1,REST,,left_only
6427,PDZK1,MYC,,left_only
6428,PDZK1,CREB1,,left_only
6429,PDZK1,CEBPD,,left_only
6430,PDZK1,RFX5,,left_only
6431,PDZK1,FOSL2,,left_only
6432,PDZK1,MYBL2,,left_only
6433,PDZK1,ELF1,,left_only
6434,ZFP82,JUND,,left_only
6435,ZFP82,MAZ,,left_only
6436,ZFP82,REST,,left_only
6437,ZFP82,MYC,,left_only
6438,ZFP82,CREB1,,left_only
6439,ZFP82,CEBPD,,left_only
6440,ZFP82,RFX5,,left_only
6441,ZFP82,FOSL2,,left_only
6442,ZFP82,MYBL2,,left_only
6443,ZFP82,ELF1,,left_only
6444,TFRC,JUND,,left_only
6445,TFRC,MAZ,,left_only
6446,TFRC,REST,,left_only
6447,TFRC,MYC,,left_only
6448,TFRC,CREB1,,left_only
6449,TFRC,CEBPD,,left_only
6450,TFRC,RFX5,,left_only
6451,TFRC,FOSL2,,left_only
6452,TFRC,MYBL2,,left_only
6453,TFRC,ELF1,,left_only
6454,DGAT1,MAFF,,left_only
6455,DGAT1,JUND,,left_only
6456,DGAT1,MAZ,,left_only
6457,DGAT1,REST,,left_only
6458,DGAT1,MYC,,left_only
6459,DGAT1,CREB1,,left_only
6460,DGAT1,CEBPD,,left_only
6461,DGAT1,RFX5,,left_only
6462,DGAT1,FOSL2,,left_only
6463,DGAT1,MYBL2,,left_only
6464,DGAT1,ELF1,,left_only
6465,NUSAP1,MAFF,,left_only
6466,NUSAP1,JUND,,left_only
6467,NUSAP1,MAZ,,left_only
6468,NUSAP1,REST,,left_only
6469,NUSAP1,MYC,,left_only
6470,NUSAP1,CREB1,,left_only
6471,NUSAP1,CEBPD,,left_only
6472,NUSAP1,RFX5,,left_only
6473,NUSAP1,FOSL2,,left_only
6474,NUSAP1,MYBL2,,left_only
6475,NUSAP1,ELF1,,left_only
6476,KNSTRN,MAFF,,left_only
6477,KNSTRN,JUND,,left_only
6478,KNSTRN,MAZ,,left_only
6479,KNSTRN,REST,,left_only
6480,KNSTRN,MYC,,left_only
6481,KNSTRN,CREB1,,left_only
6482,KNSTRN,CEBPD,,left_only
6483,KNSTRN,RFX5,,left_only
6484,KNSTRN,FOSL2,,left_only
6485,KNSTRN,MYBL2,,left_only
6486,KNSTRN,ELF1,,left_only
6487,PHGDH,JUND,,left_only
6488,PHGDH,MAZ,,left_only
6489,PHGDH,REST,,left_only
6490,PHGDH,MYC,,left_only
6491,PHGDH,CREB1,,left_only
6492,PHGDH,CEBPD,,left_only
6493,PHGDH,RFX5,,left_only
6494,PHGDH,FOSL2,,left_only
6495,PHGDH,MYBL2,,left_only
6496,PHGDH,ELF1,,left_only
6497,SKA3,JUND,,left_only
6498,SKA3,MAZ,,left_only
6499,SKA3,REST,,left_only
6500,SKA3,MYC,,left_only
6501,SKA3,CREB1,,left_only
6502,SKA3,CEBPD,,left_only
6503,SKA3,RFX5,,left_only
6504,SKA3,FOSL2,,left_only
6505,SKA3,MYBL2,,left_only
6506,SKA3,ELF1,,left_only
6507,AHR,CREB1,,left_only
6508,PEG3,CREB1,,left_only
6509,LAPTM4B,JUND,,left_only
6510,LAPTM4B,MAZ,,left_only
6511,LAPTM4B,REST,,left_only
6512,LAPTM4B,MYC,,left_only
6513,LAPTM4B,CREB1,,left_only
6514,LAPTM4B,CEBPD,,left_only
6515,LAPTM4B,RFX5,,left_only
6516,LAPTM4B,FOSL2,,left_only
6517,LAPTM4B,MYBL2,,left_only
6518,LAPTM4B,ELF1,,left_only
6519,PSMG1,JUND,,left_only
6520,PSMG1,MAZ,,left_only
6521,PSMG1,REST,,left_only
6522,PSMG1,MYC,,left_only
6523,PSMG1,CREB1,,left_only
6524,PSMG1,CEBPD,,left_only
6525,PSMG1,RFX5,,left_only
6526,PSMG1,FOSL2,,left_only
6527,PSMG1,MYBL2,,left_only
6528,PSMG1,ELF1,,left_only
6529,CRAT,JUND,,left_only
6530,CRAT,MAZ,,left_only
6531,CRAT,REST,,left_only
6532,CRAT,MYC,,left_only
6533,CRAT,CREB1,,left_only
6534,CRAT,CEBPD,,left_only
6535,CRAT,RFX5,,left_only
6536,CRAT,FOSL2,,left_only
6537,CRAT,MYBL2,,left_only
6538,CRAT,ELF1,,left_only
6539,RGN,JUND,,left_only
6540,RGN,MAZ,,left_only
6541,RGN,REST,,left_only
6542,RGN,MYC,,left_only
6543,RGN,CREB1,,left_only
6544,RGN,CEBPD,,left_only
6545,RGN,RFX5,,left_only
6546,RGN,FOSL2,,left_only
6547,RGN,MYBL2,,left_only
