Gene1,Gene2
FOXA2,ETV4
FOXA2,ATL2
FOXA2,NUP54
FOXA2,DDIT4
FOXA2,RFX5
FOXA2,VPS72
FOXA2,ASGR1
FOXA2,ZSCAN2
FOXA2,WDR43
FOXA2,JUN
FOXA2,VCAN
FOXA2,KAT7
FOXA2,FLRT3
FOXA2,MBNL2
FOXA2,DLGAP5
FOXA2,ZNF860
FOXA2,EFTUD2
FOXA2,PHF5A
FOXA2,KNTC1
FOXA2,ATF3
FOXA2,AHR
FOXA2,THRB
FOXA2,MEP1A
FOXA2,NUP88
FOXA2,SGK1
FOXA2,HAUS1
FOXA2,PCNA
FOXA2,ASPH
FOXA2,CHCHD3
FOXA2,PARPBP
FOXA2,NUP37
FOXA2,TERF1
FOXA2,ATG5
FOXA2,TBPL1
FOXA2,PDZK1
FOXA2,ATG4C
FOXA2,PON2
FOXA2,GATA4
FOXA2,CENPK
FOXA2,PYGL
FOXA2,SERPIND1
FOXA2,CMC1
FOXA2,ANXA4
FOXA2,SKIL
FOXA2,WDHD1
FOXA2,AIMP2
FOXA2,IQGAP2
FOXA2,ZNF57
FOXA2,AMZ2
FOXA2,ZNF766
FOXA2,NOP16
FOXA2,TEX10
FOXA2,TBRG4
FOXA2,TIPIN
FOXA2,ANXA3
FOXA2,ZNF551
FOXA2,E2F7
FOXA2,KLHL7
FOXA2,MAD2L1
FOXA2,GMPS
FOXA2,EXOSC3
FOXA2,MLF1
FOXA2,CHEK2
FOXA2,NUP93
FOXA2,ZNF286A
FOXA2,CTSC
FOXA2,ZNF595
FOXA2,HP
FOXA2,WDR12
FOXA2,RAB28
FOXA2,PRKCE
FOXA2,CHEK1
FOXA2,RRM1
FOXA2,MTHFD2
FOXA2,ANLN
FOXA2,PRC1
FOXA2,C11orf74
FOXA2,THAP5
FOXA2,TTR
FOXA2,TPD52L1
FOXA2,TDP2
FOXA2,PSMG1
FOXA2,YBX3
FOXA2,E2F3
FOXA2,ZNF160
FOXA2,CCDC82
FOXA2,NDUFAF4
FOXA2,TRERF1
FOXA2,HMGA2
FOXA2,FOXO1
FOXA2,C11orf1
FOXA2,ZNF891
FOXA2,JUND
FOXA2,ICA1
FOXA2,THYN1
FOXA2,DR1
FOXA2,GALM
FOXA2,MMS22L
FOXA2,PA2G4
FOXA2,ZNF398
FOXA2,CKS2
FOXA2,ZNF660
FOXA2,MYC
FOXA2,S100A16
FOXA2,AMBP
FOXA2,GMPR2
FOXA2,GNPNAT1
FOXA2,MTERF3
FOXA2,IQCB1
FOXA2,SLC7A7
FOXA2,HAT1
FOXA2,PRMT3
FOXA2,MCM3
FOXA2,AKR1B1
FOXA2,ZNF721
FOXA2,COQ3
FOXA2,GMNN
FOXA2,THAP4
FOXA2,ZNF253
FOXA2,ALG8
FOXA2,INMT
FOXA2,RNF138
FOXA2,NR3C1
FOXA2,CA2
FOXA2,ZFHX3
FOXA2,ZNF146
FOXA2,BPTF
FOXA2,ZNF587B
FOXA2,ALDH9A1
FOXA2,ATIC
FOXA2,ASNS
FOXA2,ZNF33A
FOXA2,ID2
FOXA2,CENPN
FOXA2,CAMK2D
FOXA2,PEF1
FOXA2,RSU1
FOXA2,ATP1B3
FOXA2,DNAH14
FOXA2,NIP7
FOXA2,PAK1IP1
FOXA2,CPSF3
FOXA2,STAT2
FOXA2,FASTKD2
FOXA2,KIF22
FOXA2,DDC
FOXA2,SMAD5
FOXA2,RUVBL1
FOXA2,MAF
FOXA2,PSAT1
FOXA2,CDK1
FOXA2,ATMIN
FOXA2,DNASE1
FOXA2,GGCT
FOXA2,HMGCS2
FOXA2,C1GALT1
FOXA2,GATM
FOXA2,CENPE
FOXA2,ZNF202
FOXA2,MORN2
FOXA2,ACAD11
FOXA2,LEAP2
FOXA2,ELF1
FOXA2,EEF1E1
FOXA2,NEK2
FOXA2,G6PC3
FOXA2,SKA3
FOXA2,CCNB2
FOXA2,AGTRAP
FOXA2,REST
FOXA2,C17orf75
FOXA2,KIF23
FOXA2,PLAGL2
FOXA2,DPH6
FOXA2,ZNF691
FOXA2,SP4
FOXA2,SPINK1
FOXA2,TPX2
FOXA2,BRIX1
FOXA2,PUS7L
FOXA2,CREB1
FOXA2,CENPF
FOXA2,IRF9
FOXA2,DCLRE1C
FOXA2,ZNF675
FOXA2,SOX2
FOXA2,CBR1
FOXA2,ERBB4
FOXA2,ARG2
FOXA2,SALL4
FOXA2,CDK4
FOXA2,CSRP2
FOXA2,STMN1
FOXA2,ZNF91
FOXA2,NUSAP1
FOXA2,LAMC1
FOXA2,ZNF43
FOXA2,GPN3
FOXA2,NVL
FOXA2,ZNF480
FOXA2,POLB
FOXA2,ZNF280B
FOXA2,GATAD2B
FOXA2,E2F5
FOXA2,TFRC
FOXA2,FOSL2
FOXA2,PPP1R7
FOXA2,GYG1
FOXA2,SOX4
FOXA2,TIGD7
FOXA2,CXXC1
FOXA2,TIMM21
FOXA2,FOXN2
FOXA2,F3
FOXA2,NOL10
FOXA2,HIBCH
FOXA2,BPHL
FOXA2,FANCI
FOXA2,ZNF300
FOXA2,CEBPA
FOXA2,CAPG
FOXA2,RFX6
FOXA2,TMEM177
FOXA2,F10
FOXA2,ZNF354A
FOXA2,E2F4
FOXA2,UQCC1
FOXA2,OAZ2
FOXA2,ALG6
FOXA2,HNRNPH2
FOXA2,PLRG1
FOXA2,ZNF695
FOXA2,UCHL1
FOXA2,PIGH
FOXA2,WARS
FOXA2,CCNB1
FOXA2,BLM
FOXA2,YBX1
FOXA2,PPT1
FOXA2,C19orf48
FOXA2,ZNF85
FOXA2,TOP2A
FOXA2,SIL1
FOXA2,LITAF
FOXA2,DNMT1
FOXA2,HMGCL
FOXA2,DRAP1
FOXA2,PLK1
FOXA2,C12orf10
FOXA2,BUB1
FOXA2,FAM114A1
FOXA2,DROSHA
FOXA2,UCP2
FOXA2,ALB
FOXA2,IMP4
FOXA2,XPO5
FOXA2,VRK1
FOXA2,FXYD5
FOXA2,SHMT2
FOXA2,DDAH1
FOXA2,KNSTRN
FOXA2,ZNF134
FOXA2,IFITM2
FOXA2,ZWINT
FOXA2,ZNF512
FOXA2,PRIM1
FOXA2,CTPS1
FOXA2,ACY1
FOXA2,GEMIN2
FOXA2,MPC1
FOXA2,ANAPC4
FOXA2,ZNF239
FOXA2,PAFAH1B3
FOXA2,ANAPC7
FOXA2,KLF3
FOXA2,CUEDC2
FOXA2,TMEM150C
FOXA2,DSN1
FOXA2,NCOA1
FOXA2,ZNF667
FOXA2,XBP1
FOXA2,RREB1
FOXA2,DNMT3B
FOXA2,ZNF101
FOXA2,ZNF589
FOXA2,ECHDC2
FOXA2,MELK
FOXA2,ASL
FOXA2,TET1
FOXA2,NPRL2
FOXA2,NUP85
FOXA2,GSTK1
FOXA2,FGG
FOXA2,ARSE
FOXA2,E2F8
FOXA2,DEPDC7
FOXA2,TGIF2
FOXA2,USP7
FOXA2,TCF7L1
FOXA2,ZNF287
FOXA2,RFXANK
FOXA2,ADNP2
FOXA2,ZNF232
FOXA2,ZBTB44
FOXA2,PHF20
FOXA2,MST1
FOXA2,DPYSL2
FOXA2,ZFP42
FOXA2,GLIS3
FOXA2,BCS1L
FOXA2,GALK1
FOXA2,DPCD
FOXA2,CDC20
FOXA2,PLA2G12B
FOXA2,FUCA1
FOXA2,APEH
FOXA2,DDB2
FOXA2,WDYHV1
FOXA2,ZNF74
FOXA2,TFE3
FOXA2,SULT1A2
FOXA2,SP100
FOXA2,RRM2
FOXA2,AGT
FOXA2,LAPTM4B
FOXA2,ZNF726
FOXA2,MT1X
FOXA2,TCFL5
FOXA2,TDGF1
FOXA2,NME2
FOXA2,EPHX2
FOXA2,LCMT1
FOXA2,ZSCAN10
FOXA2,NT5DC2
FOXA2,CTSE
FOXA2,EPAS1
FOXA2,CNOT10
FOXA2,TMEM37
FOXA2,ANPEP
FOXA2,P4HA2
FOXA2,MYBL2
FOXA2,EOMES
FOXA2,PEG3
FOXA2,MT1G
FOXA2,WFDC2
FOXA2,SMOX
FOXA2,CIDEB
FOXA2,POU5F1B
FOXA2,APOC3
FOXA2,FOSL1
FOXA2,EBF4
FOXA2,NR1I3
FOXA2,PITX1
FOXA2,ZNF608
FOXA2,POU5F1
HNF4A,AURKA
HNF4A,NEK2
HNF4A,ACY1
HNF4A,SLC7A7
HNF4A,NR1I3
HNF4A,TATDN3
HNF4A,ZNF567
HNF4A,ACOX2
HNF4A,CREB3L3
HNF4A,MGST2
HNF4A,F10
HNF4A,ZNF232
HNF4A,AHSG
HNF4A,TDP2
HNF4A,APOB
HNF4A,TMEM177
HNF4A,APOA1
HNF4A,TK1
HNF4A,S100A16
HNF4A,HGD
HNF4A,IL32
HNF4A,PRAP1
HNF4A,APOC3
HNF4A,CMC1
HNF4A,C1GALT1
HNF4A,HSD17B11
HNF4A,MST1
HNF4A,VTN
HNF4A,AGT
HNF4A,DDC
HNF4A,GALM
HNF4A,GALK1
HNF4A,GSTK1
HNF4A,EPHX2
HNF4A,MAF
HNF4A,CDK5RAP1
HNF4A,F2
HNF4A,ZNF57
HNF4A,LEAP2
HNF4A,DCLRE1C
HNF4A,PYGL
HNF4A,NR2F2
HNF4A,PEF1
HNF4A,CDCA3
HNF4A,LGALS2
HNF4A,FABP1
HNF4A,TF
HNF4A,ASGR1
HNF4A,BPHL
HNF4A,AXL
HNF4A,APOC2
HNF4A,ETV4
HNF4A,CRAT
HNF4A,EFNA1
HNF4A,GATA4
HNF4A,ETV5
HNF4A,TFDP2
HNF4A,NODAL
HNF4A,HP
HNF4A,PDZK1
HNF4A,APOA2
HNF4A,ACOT7
HNF4A,ZNF101
HNF4A,SERPIND1
HNF4A,MEP1A
HNF4A,LMO7
HNF4A,RREB1
HNF4A,PLA2G12B
HNF4A,AASS
HNF4A,RBP4
HNF4A,GMNN
HNF4A,GMPR2
HNF4A,NR1H3
HNF4A,PHF5A
HNF4A,NR2F6
HNF4A,ZNF146
HNF4A,E2F5
HNF4A,NOP16
HNF4A,SLC35D2
HNF4A,WDR12
HNF4A,HNF1B
HNF4A,RAD51AP1
HNF4A,C12orf10
HNF4A,NUF2
HNF4A,LGALS1
HNF4A,KAT7
HNF4A,NDUFAF5
HNF4A,FGA
HNF4A,TMEM120A
HNF4A,DNASE1
HNF4A,FANCL
HNF4A,ZNF770
HNF4A,NIP7
HNF4A,AGTRAP
HNF4A,C17orf75
HNF4A,C11orf1
HNF4A,DNPEP
HNF4A,BUB1B
HNF4A,MTUS1
HNF4A,HMGCL
HNF4A,COMMD3
HNF4A,CAPG
HNF4A,DECR1
HNF4A,HPN
HNF4A,MTF2
HNF4A,ACADVL
HNF4A,DPPA4
HNF4A,PRMT5
HNF4A,RBP2
HNF4A,BZW2
HNF4A,ZNF286A
HNF4A,ZNF354A
HNF4A,XBP1
HNF4A,PRIM1
HNF4A,ANPEP
HNF4A,AMBP
HNF4A,PPIL1
HNF4A,FOXN2
HNF4A,PON2
HNF4A,ZNF398
HNF4A,ZNF485
HNF4A,PCNA
HNF4A,FOXP1
HNF4A,TPX2
HNF4A,IRF9
HNF4A,RGN
HNF4A,WDR43
HNF4A,DTWD1
HNF4A,RUVBL1
HNF4A,AIMP2
HNF4A,SLC7A6
HNF4A,APOA4
HNF4A,HPX
HNF4A,VPS72
HNF4A,SFRP1
HNF4A,KPNA2
HNF4A,AURKB
HNF4A,TET1
HNF4A,MCM3
HNF4A,CENPU
HNF4A,TCFL5
HNF4A,TTR
HNF4A,ZNF860
HNF4A,UQCC1
HNF4A,ATL2
HNF4A,FANCD2
HNF4A,NUP35
HNF4A,DRAP1
HNF4A,CHEK2
HNF4A,ZNF721
HNF4A,NUP54
HNF4A,HMGN4
HNF4A,TMEM37
HNF4A,TGIF2
HNF4A,MORN2
HNF4A,ECHDC2
HNF4A,RFC2
HNF4A,FOXA1
HNF4A,ATG5
HNF4A,BPTF
HNF4A,MRPL1
HNF4A,PLAGL2
HNF4A,ZNF589
HNF4A,GSN
HNF4A,MCM7
HNF4A,TBPL1
HNF4A,ZNF670
HNF4A,TGIF1
HNF4A,NFATC2
HNF4A,BIRC5
HNF4A,HERPUD1
HNF4A,ATIC
HNF4A,NOL10
HNF4A,DDIT4
HNF4A,PLK1
HNF4A,LAMB2
HNF4A,SAAL1
HNF4A,EFTUD2
HNF4A,DPH6
HNF4A,ZNF891
HNF4A,DR1
HNF4A,NIF3L1
HNF4A,CEBPA
HNF4A,HIBCH
HNF4A,ASNSD1
HNF4A,SRF
HNF4A,DPCD
HNF4A,NT5DC2
HNF4A,ZNF484
HNF4A,ATG4C
HNF4A,MCM4
HNF4A,ASPH
HNF4A,ZNF134
HNF4A,TBX3
HNF4A,HMGN3
HNF4A,POP5
HNF4A,MAFF
HNF4A,ANXA4
HNF4A,DSN1
HNF4A,ZNF286B
HNF4A,TFRC
HNF4A,HIF3A
HNF4A,BCS1L
HNF4A,MT1G
HNF4A,NEDD1
HNF4A,CETN3
HNF4A,SKIL
HNF4A,CPSF3
HNF4A,SKA3
HNF4A,EEF1E1
HNF4A,GEMIN2
HNF4A,FOXA2
HNF4A,ELF1
HNF4A,DDIT3
HNF4A,OAZ2
HNF4A,TFE3
HNF4A,SULT1A2
HNF4A,MAZ
HNF4A,EPAS1
HNF4A,DERA
HNF4A,IQGAP2
HNF4A,FAM13A
HNF4A,RAMP1
HNF4A,GMEB1
HNF4A,AEBP2
HNF4A,GRHL1
HNF4A,DNMT3B
HNF4A,HMGA1
HNF4A,STX8
HNF4A,G6PC3
HNF4A,PRKCE
HNF4A,DGAT1
HNF4A,PHF20
HNF4A,CAMK2D
HNF4A,MT1X
HNF4A,UGP2
HNF4A,NUDT15
HNF4A,CKAP2
HNF4A,ZFHX3
HNF4A,WARS
HNF4A,FOXO1
HNF4A,ZNF397
HNF4A,PIGH
HNF4A,MTERF3
HNF4A,BST2
IRF3,CENPA
IRF3,E2F4
IRF3,TOP2A
IRF3,ZFYVE21
JUN,GSN
JUN,BZW2
JUN,JUND
JUN,ATF3
JUN,AXL
JUN,ATG5
JUN,ADNP2
JUN,FOSL2
JUN,NFATC2
JUN,MAFF
JUN,S100A16
JUN,ARG2
JUN,PRC1
JUN,ANXA4
JUN,PPFIBP2
JUN,NEK2
JUN,MXD1
JUN,CENPN
JUN,CAMK2D
JUN,ELF1
JUN,CYP3A5
JUN,KIF20B
JUN,FOSB
JUN,CENPE
JUN,CHEK2
JUN,ZNF562
JUN,DPCD
JUN,ZNF217
JUN,AURKA
JUN,ANXA3
JUN,ZNF512
JUN,ZNF121
JUN,FLRT3
JUN,ZNF561
JUN,CKS2
JUN,IL32
JUN,CREB3L2
JUN,EXOSC9
JUN,MRPL1
JUN,LAPTM4B
JUN,POP5
JUN,PRMT5
JUN,PEF1
JUN,FOXA1
JUN,SLC7A6
JUN,HNRNPH2
JUN,C11orf74
JUN,AGTRAP
JUN,NIF3L1
JUN,KPNA2
JUN,MTTP
JUN,ZNF483
JUN,CXXC1
JUN,CENPK
JUN,ETV4
JUN,SPTLC3
JUN,APOB
JUN,GEMIN2
JUN,FGG
JUN,AHSG
JUN,HGD
JUND,GSN
JUND,BZW2
JUND,NEK2
JUND,FOSL2
JUND,ARG2
JUND,F3
JUND,PRC1
JUND,ATG5
JUND,MCM4
JUND,ADNP2
JUND,CENPE
JUND,NUF2
JUND,DNMT1
JUND,CENPU
JUND,CENPN
JUND,NFATC2
JUND,CHEK2
JUND,NFYB
JUND,CAMK2D
JUND,ATF3
JUND,AXL
JUND,MAFF
JUND,TSFM
JUND,ELF1
JUND,EXOSC9
JUND,ANLN
JUND,BRIX1
JUND,TUBB6
JUND,CENPK
JUND,ISY1
JUND,RBPJ
JUND,JUN
JUND,NUP54
JUND,C11orf74
JUND,CDK5RAP1
JUND,TATDN3
JUND,CYP3A5
JUND,WDR74
JUND,FASTKD2
JUND,KIF20B
JUND,MRPS27
JUND,MXD1
JUND,UTP18
JUND,DDIT3
JUND,FANCI
JUND,PAFAH1B3
JUND,FOSB
JUND,MTF2
JUND,MTERF3
JUND,TIMM21
JUND,TP53
JUND,NR6A1
JUND,EFTUD2
JUND,ZNF512
JUND,ANXA4
JUND,ZNF121
JUND,MRPL1
JUND,LAMC1
JUND,ZNF143
JUND,RAB28
JUND,FOSL1
JUND,ZNF721
JUND,PEF1
JUND,NDUFAF5
JUND,ZNF300
JUND,TGIF1
JUND,AURKA
JUND,RRM1
JUND,SAAL1
JUND,ZNF561
JUND,PPFIBP2
JUND,CACYBP
JUND,ZNF227
JUND,FANCD2
JUND,ACADVL
JUND,NOL10
JUND,TBRG4
JUND,C11orf1
JUND,CDCA3
JUND,DOT1L
JUND,UQCC1
JUND,CREB3L2
JUND,RFXANK
JUND,LAPTM4B
JUND,PAK1IP1
JUND,ITIH4
JUND,ZNF217
JUND,POP5
JUND,ZNF562
JUND,DUT
JUND,NIP7
JUND,EEF1E1
JUND,SF3B3
JUND,RAD51AP1
JUND,MAZ
JUND,FLRT3
JUND,PHF5A
JUND,NOP16
JUND,ZFP64
JUND,ANXA3
JUND,DTWD1
JUND,ZNF770
JUND,S100A16
JUND,DPCD
JUND,MTTP
JUND,ARID3B
JUND,C17orf75
JUND,NIF3L1
JUND,ZNF581
JUND,TFE3
JUND,PARPBP
JUND,NUP37
JUND,C12orf10
JUND,KNTC1
JUND,CKS2
JUND,FAM13A
JUND,MST1
JUND,TDP2
JUND,CHEK1
JUND,HERPUD1
JUND,PRMT5
JUND,NR1H3
JUND,ING3
JUND,TIMM9
JUND,CPSF3
JUND,NVL
JUND,ADNP
JUND,SKIL
JUND,CRABP2
JUND,VPS72
JUND,TBPL1
JUND,BSCL2
JUND,C19orf48
JUND,ZNF483
JUND,NEDD1
JUND,TMEM69
JUND,NUDT15
JUND,VRK1
JUND,G6PC3
JUND,PA2G4
JUND,THAP1
JUND,ZNF589
JUND,LAMB2
JUND,RFC4
JUND,TF
JUND,RUVBL1
JUND,WARS
JUND,ANP32E
JUND,HMGCL
JUND,IRF9
JUND,ATL2
JUND,HAT1
JUND,GPN3
JUND,KPNA2
JUND,KLHL7
JUND,EXOSC3
JUND,HMGA1
JUND,MAP1B
JUND,CDK4
JUND,MORN2
JUND,ZSCAN21
JUND,TBX3
JUND,CEBPZ
JUND,ALG8
JUND,WDHD1
JUND,KAT7
JUND,MCM7
JUND,PPIL1
JUND,ZNF398
JUND,IL32
JUND,NUP85
JUND,VEZF1
JUND,POLR1C
JUND,HMGN4
JUND,ZNF891
JUND,UBL7
JUND,DR1
JUND,DCAF13
JUND,TCF3
JUND,ACOT7
JUND,NUP35
JUND,NUP93
JUND,SLC7A6
JUND,THAP4
JUND,DDIT4
JUND,DRAP1
JUND,PRKCE
JUND,DPH5
JUND,BIRC5
JUND,GATM
JUND,WDR43
JUND,RAB34
JUND,TFRC
JUND,THAP5
JUND,PLK1
JUND,SLC38A1
JUND,PPT1
JUND,BCS1L
JUND,E2F4
JUND,NCOA1
JUND,CHCHD3
JUND,FOXA1
JUND,ZNF260
JUND,ORC4
JUND,MYSM1
JUND,HNRNPH2
JUND,XBP1
JUND,ZNF574
JUND,PCNA
JUND,ICE2
JUND,HIBCH
JUND,ASNSD1
JUND,DGAT1
JUND,TET1
JUND,ETV4
JUND,ACADSB
JUND,PRMT3
JUND,CAPG
JUND,GLI1
JUND,CUEDC2
JUND,TPX2
JUND,ICA1
JUND,CXXC1
JUND,ATG4C
JUND,PSAT1
JUND,SKA3
JUND,ZBED5
JUND,MLF1
JUND,GYG1
JUND,BUB1B
JUND,ETV5
JUND,CMC1
JUND,LRR1
JUND,COQ3
JUND,PHF20
JUND,PLAGL2
JUND,MIS18BP1
JUND,CETN3
JUND,SHMT2
JUND,ECT2
JUND,BUB1
JUND,ZNF569
JUND,SMAD5
JUND,UBE2T
JUND,ETV1
JUND,ZNF207
JUND,ZNF286A
JUND,STAT2
JUND,THYN1
JUND,IQGAP2
JUND,POLB
JUND,NUDT1
JUND,PLRG1
JUND,DROSHA
JUND,RFC2
JUND,ZNF644
JUND,NDUFAF4
JUND,BPTF
JUND,CXXC5
JUND,KIF22
JUND,PDZK1
JUND,DSN1
JUND,GNPNAT1
JUND,IMP4
JUND,TERF1
JUND,DNPEP
JUND,ZNF484
JUND,ASL
JUND,WDR12
JUND,DNAH14
JUND,SMC4
JUND,ASNS
JUND,SGK1
JUND,ZNF397
JUND,KIF23
JUND,TK1
JUND,TOPORS
JUND,ATMIN
JUND,AMZ2
JUND,CEP70
JUND,ZNF202
JUND,SP100
JUND,ZNF146
JUND,TFF1
JUND,ID2
JUND,KNSTRN
JUND,DPH6
JUND,HMGA2
JUND,GEMIN2
JUND,VTN
JUND,EBNA1BP2
JUND,NUP88
JUND,ZBTB3
JUND,ACY1
JUND,MAD2L1
JUND,CDK1
JUND,XPO5
JUND,LMO7
JUND,TEX10
JUND,MTHFD2
JUND,ZNF766
JUND,ZWINT
JUND,MGST2
JUND,ZNF354A
JUND,TIPIN
JUND,GMNN
JUND,AGTRAP
JUND,SLC38A2
JUND,AIMP2
JUND,ANAPC7
JUND,STX8
JUND,HMGB2
JUND,ARID2
JUND,ACTC1
JUND,G2E3
JUND,GALM
JUND,FOXP1
JUND,CRAT
JUND,PRAP1
JUND,CCDC82
JUND,UGP2
JUND,AEBP2
JUND,CENPA
JUND,MCM3
JUND,RSU1
JUND,DCLRE1C
JUND,HSD17B11
JUND,YBX1
JUND,NCAPG
JUND,ZNF573
JUND,SRF
JUND,MSH2
JUND,COMMD10
JUND,RBP4
JUND,CCS
JUND,HPN
JUND,FOXN2
JUND,ZNF649
JUND,IQCB1
JUND,ZNF567
JUND,DLGAP5
JUND,ATIC
JUND,PUS7L
JUND,HMMR
JUND,TPD52L1
JUND,GMPR2
JUND,MYC
JUND,MYBL2
JUND,FANCL
JUND,SP4
JUND,PIGH
JUND,ZNF286B
JUND,COMMD3
JUND,APOB
JUND,TFDP2
JUND,HINFP
JUND,RRM2
JUND,ZNF670
JUND,MPHOSPH9
JUND,IL6ST
JUND,ZNF33A
JUND,CRYZL1
JUND,TCFL5
JUND,CCNB1
JUND,BPHL
JUND,CREB1
JUND,NR2F2
JUND,ZNF860
JUND,MT1X
JUND,RNF138
JUND,SPTLC3
JUND,ATP1B3
JUND,ACTL6A
JUND,STMN1
JUND,ZNF57
JUND,FUCA1
JUND,GSTK1
JUND,ZNF616
JUND,ZNF232
JUND,FOXM1
JUND,C1GALT1
JUND,FGA
JUND,HNF4A
JUND,E2F3
JUND,MPC1
JUND,SIL1
JUND,ZNF620
JUND,EFNA1
JUND,CEBPA
JUND,GMPS
JUND,APOA2
JUND,ZNF253
JUND,LIN28B
JUND,ZNF134
JUND,GGCT
JUND,MEST
JUND,SALL2
JUND,TMEM177
JUND,AGT
JUND,DEPDC7
JUND,THAP11
JUND,FBL
JUND,TMEM37
JUND,GATAD2B
JUND,WDYHV1
JUND,AKR1B1
JUND,ASPH
JUND,NME2
JUND,IRF3
JUND,QPCT
JUND,F2RL1
JUND,ZNF91
JUND,RAMP1
JUND,HGD
JUND,CDKN3
JUND,BBS9
JUND,C12orf45
JUND,OAZ2
JUND,ZNF691
JUND,F2
JUND,AHR
JUND,ACAA1
JUND,ZFHX3
JUND,DERA
JUND,DPYSL2
JUND,ANAPC4
JUND,MTAP
JUND,ZNF462
JUND,GALK1
JUND,LEAP2
JUND,EPHX2
JUND,NR1I3
JUND,AHSG
JUND,ZNF480
JUND,PYGL
JUND,FGG
JUND,ZNF485
JUND,FOXA2
JUND,ZNF101
JUND,YAF2
JUND,KLF5
JUND,SULT1A2
JUND,ARSE
JUND,SPINK1
JUND,ITGB5
JUND,FAM151A
JUND,TGIF2
JUND,DDC
JUND,PEG3
JUND,SMOX
JUND,SLC35D2
JUND,MAF
JUND,AMBP
JUND,F10
JUND,FABP1
JUND,TTR
JUND,HMGN3
JUND,EPAS1
JUND,HP
JUND,FMO5
JUND,MTUS1
JUND,ACOX2
JUND,SERPIND1
JUND,MLXIPL
JUND,FOXO1
JUND,APOC2
JUND,HPX
JUND,ALB
JUND,ZNF66
JUND,APOA1
JUND,ASGR1
JUND,APOC3
JUND,ZNF516
JUND,NFIB
JUND,NR5A2
MAFF,TTR
MAFF,SULT1A2
MAFF,GSTA1
MAFF,GSTA2
MAFF,AMBP
MAFF,TMEM37
MAFF,NDUFAF4
MAFF,AHSG
MAFF,TCF4
MAFF,NUF2
MAFF,SERPIND1
MAFF,ANXA4
MAFF,NCAPG
MAFF,TIPIN
MAFF,RRM1
MAFF,ZNF516
MAFF,TIGD7
MAFF,PLAGL2
MAFF,SKA3
MAFF,PRMT5
MAFF,C12orf10
MAFF,ZNF484
MAFF,LAMC1
MAFF,POLB
MAFF,ITIH4
MAFF,ETV5
MAFF,USP7
MAFF,GSN
MAFF,ZSCAN2
MAFF,UTP18
MAFF,AMZ2
MAFF,BZW2
MAFF,LMO7
MAFF,ACY1
MAFF,NUSAP1
MAFF,WDHD1
MAFF,SPP1
MAFF,NUP85
MAFF,RAD51AP1
MAFF,SPTLC3
MAFF,NIF3L1
MAFF,ASNSD1
MAFF,MEP1A
MAFF,MTAP
MAFF,TMEM69
MAFF,MRPL1
MAFF,C11orf74
MAFF,ZNF286A
MAFF,GPC3
MAFF,HMGN4
MAFF,IRF9
MAFF,TDP2
MAFF,MYCN
MAFF,PAK1IP1
MAFF,NOP16
MAFF,ZFAND2A
MAFF,AURKA
MAFF,ZNF718
MAFF,ZNF260
MAFF,STMN1
MAFF,FGG
MAFF,ALG8
MAFF,IQCB1
MAFF,GALM
MAFF,PEG3
MAFF,NUDT15
MAFF,PYGL
MAFF,ETV4
MAFF,CEBPZ
MAFF,CAMK2D
MAFF,NDUFAF5
MAFF,ATG4C
MAFF,AGTRAP
MAFF,GMEB1
MAFF,WDR12
MAFF,PCNA
MAFF,UTRN
MAFF,SLC7A6
MAFF,ZNF589
MAFF,ATG5
MAFF,IL32
MAFF,CREB3L3
MAFF,NUP54
MAFF,SLC35D2
MAFF,RUVBL1
MAFF,TOPORS
MAFF,MAD2L1
MAFF,CDK5RAP1
MAFF,TK1
MAFF,CACYBP
MAFF,NIP7
MAFF,MTF2
MAFF,MST1
MAFF,NR1I3
MAFF,CENPU
MAFF,VPS72
MAFF,TATDN3
MAFF,STAT2
MAFF,HERPUD1
MAFF,MT1X
MAFF,LEAP2
MAFF,PPIL1
MAFF,APOA2
MAFF,ALDH1A1
MAFF,ZNF569
MAFF,PHF5A
MAFF,DNPEP
MAFF,SGK1
MAFF,FGA
MAFF,EFTUD2
MAFF,CKAP2
MAFF,CENPK
MAFF,ID2
MAFF,DDC
MAFF,FOXA1
MAFF,CEP70
MAFF,NEK2
MAFF,HSD17B11
MAFF,ZNF770
MAFF,C11orf1
MAFF,PEMT
MAFF,CREB3L4
MAZ,TGIF2
MAZ,POU2F1
MAZ,DRAP1
MAZ,NDUFAF4
MAZ,G2E3
MAZ,MTF2
MAZ,ZBTB24
MAZ,SIL1
MAZ,TFRC
MAZ,UTP18
MAZ,SMAD5
MAZ,WDR43
MAZ,NOP16
MAZ,KLHL7
MAZ,TMEM69
MAZ,KPNA2
MAZ,DPH5
MAZ,ACADSB
MAZ,FOXN2
MAZ,ARID3B
MAZ,NUF2
MAZ,TCF3
MAZ,CENPU
MAZ,SLC38A2
MAZ,CDK4
MAZ,DDB2
MAZ,GPN3
MAZ,USP7
MAZ,ZNF143
MAZ,EGR1
MAZ,DR1
MAZ,AEBP2
MAZ,KNTC1
MAZ,GSN
MAZ,VPS72
MAZ,ORC4
MAZ,ZNF398
MAZ,CRYZL1
MAZ,TATDN3
MAZ,DNMT1
MAZ,NUP85
MAZ,TSFM
MAZ,PRMT3
MAZ,RUVBL1
MAZ,ATF3
MAZ,DTWD1
MAZ,CAMK2D
MAZ,ANLN
