tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	Unnamed: 17
9606	Homo sapiens	127893141	0	live	LOC127893141		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:33571861-33572412			20	NC_000020.11	34984058.0	34984609.0	plus	0.0		
9606	Homo sapiens	127893125	0	live	LOC127893125		OCT4-NANOG hESC enhancer GRCh37_chr20:32741705-32742632			20	NC_000020.11	34153899.0	34154826.0	plus	0.0		
9606	Homo sapiens	127893121	0	live	LOC127893121		OCT4-NANOG hESC enhancer GRCh37_chr20:32633616-32634424			20	NC_000020.11	34045810.0	34046618.0	plus	0.0		
9606	Homo sapiens	127893056	0	live	LOC127893056		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr20:31538047-31538855			20	NC_000020.11	32950241.0	32951049.0	plus	0.0		
9606	Homo sapiens	127893030	0	live	LOC127893030		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:31368873-31369873			20	NC_000020.11	32781067.0	32782067.0	plus	0.0		
9606	Homo sapiens	127893029	0	live	LOC127893029		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:31368372-31368872			20	NC_000020.11	32780566.0	32781066.0	plus	0.0		
9606	Homo sapiens	127893012	0	live	LOC127893012		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:31344260-31345245			20	NC_000020.11	32756454.0	32757439.0	plus	0.0		
9606	Homo sapiens	127893011	0	live	LOC127893011		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:31343273-31344259			20	NC_000020.11	32755467.0	32756453.0	plus	0.0		
9606	Homo sapiens	127893009	0	live	LOC127893009		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:31339907-31340480			20	NC_000020.11	32752101.0	32752674.0	plus	0.0		
9606	Homo sapiens	127893008	0	live	LOC127893008		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:31339333-31339906			20	NC_000020.11	32751527.0	32752100.0	plus	0.0		
9606	Homo sapiens	127893006	0	live	LOC127893006		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:31337825-31338466			20	NC_000020.11	32750019.0	32750660.0	plus	0.0		
9606	Homo sapiens	127893005	0	live	LOC127893005		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:31337183-31337824			20	NC_000020.11	32749377.0	32750018.0	plus	0.0		
9606	Homo sapiens	127892992	0	live	LOC127892992		OCT4-NANOG hESC enhancer GRCh37_chr20:31290694-31291210			20	NC_000020.11	32702892.0	32703408.0	plus	0.0		
9606	Homo sapiens	127892958	0	live	LOC127892958		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:31094387-31095068			20	NC_000020.11	32506584.0	32507265.0	plus	0.0		
9606	Homo sapiens	127892911	0	live	LOC127892911		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:30300575-30301102			20	NC_000020.11	31712772.0	31713299.0	plus	0.0		
9606	Homo sapiens	127892905	0	live	LOC127892905		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:30194246-30194824			20	NC_000020.11	31606443.0	31607021.0	plus	0.0		
9606	Homo sapiens	127892895	0	live	LOC127892895		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:30172998-30173500			20	NC_000020.11	31585195.0	31585697.0	plus	0.0		
9606	Homo sapiens	127892888	0	live	LOC127892888		OCT4-NANOG hESC enhancer GRCh37_chr20:29830802-29831375			20	NC_000020.11	31242999.0	31243572.0	plus	0.0		
9606	Homo sapiens	127892887	0	live	LOC127892887		OCT4-NANOG hESC enhancer GRCh37_chr20:29821762-29822273			20	NC_000020.11	31233959.0	31234470.0	plus	0.0		
9606	Homo sapiens	127892886	0	live	LOC127892886		OCT4-NANOG hESC enhancer GRCh37_chr20:29821249-29821761			20	NC_000020.11	31233446.0	31233958.0	plus	0.0		
9606	Homo sapiens	127892885	0	live	LOC127892885		OCT4-NANOG hESC enhancer GRCh37_chr20:29645466-29645978			20	NC_000020.11	30410790.0	30411302.0	plus	0.0		
9606	Homo sapiens	127892884	0	live	LOC127892884		OCT4-NANOG hESC enhancer GRCh37_chr20:29618678-29619179			20	NC_000020.11	30384002.0	30384503.0	plus	0.0		
9606	Homo sapiens	127892883	0	live	LOC127892883		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:26318213-26318766			20	NC_000020.11	26337577.0	26338130.0	plus	0.0		
9606	Homo sapiens	127892882	0	live	LOC127892882		OCT4-NANOG hESC enhancer GRCh37_chr20:26314455-26315031			20	NC_000020.11	26333819.0	26334395.0	plus	0.0		
9606	Homo sapiens	127892881	0	live	LOC127892881		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:26313876-26314454			20	NC_000020.11	26333240.0	26333818.0	plus	0.0		
9606	Homo sapiens	127892880	0	live	LOC127892880		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:26313298-26313875			20	NC_000020.11	26332662.0	26333239.0	plus	0.0		
9606	Homo sapiens	127892875	0	live	LOC127892875		OCT4-NANOG hESC enhancer GRCh37_chr20:26141485-26142120			20	NC_000020.11	26160849.0	26161484.0	plus	0.0		
9606	Homo sapiens	127892854	0	live	LOC127892854		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:25337131-25337731			20	NC_000020.11	25356495.0	25357095.0	plus	0.0		
9606	Homo sapiens	127892838	0	live	LOC127892838		OCT4-NANOG hESC enhancer GRCh37_chr20:25052223-25052743			20	NC_000020.11	25071587.0	25072107.0	plus	0.0		
9606	Homo sapiens	127892815	0	live	LOC127892815		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:24590903-24591802			20	NC_000020.11	24610267.0	24611166.0	plus	0.0		
9606	Homo sapiens	127892799	0	live	LOC127892799		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:24424203-24424874			20	NC_000020.11	24443567.0	24444238.0	plus	0.0		
9606	Homo sapiens	127892798	0	live	LOC127892798		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:24423531-24424202			20	NC_000020.11	24442895.0	24443566.0	plus	0.0		
9606	Homo sapiens	127892796	0	live	LOC127892796		OCT4-NANOG hESC enhancer GRCh37_chr20:24192565-24193107			20	NC_000020.11	24211929.0	24212471.0	plus	0.0		
9606	Homo sapiens	127892784	0	live	LOC127892784		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:23849325-23850150			20	NC_000020.11	23868688.0	23869513.0	plus	0.0		
9606	Homo sapiens	127892783	0	live	LOC127892783		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:23848499-23849324			20	NC_000020.11	23867862.0	23868687.0	plus	0.0		
9606	Homo sapiens	127892779	0	live	LOC127892779		OCT4-NANOG hESC enhancer GRCh37_chr20:23745064-23745928			20	NC_000020.11	23764427.0	23765291.0	plus	0.0		
9606	Homo sapiens	127892778	0	live	LOC127892778		OCT4-NANOG hESC enhancer GRCh37_chr20:23737199-23737949			20	NC_000020.11	23756562.0	23757312.0	plus	0.0		
9606	Homo sapiens	127892769	0	live	LOC127892769		OCT4-NANOG hESC enhancer GRCh37_chr20:23513598-23514559			20	NC_000020.11	23532961.0	23533922.0	plus	0.0		
9606	Homo sapiens	127892767	0	live	LOC127892767		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:23453588-23454206			20	NC_000020.11	23472951.0	23473569.0	plus	0.0		
9606	Homo sapiens	127892764	0	live	LOC127892764		OCT4-NANOG hESC enhancer GRCh37_chr20:23372358-23372897			20	NC_000020.11	23391721.0	23392260.0	plus	0.0		
9606	Homo sapiens	127892760	0	live	LOC127892760		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:22643831-22644824			20	NC_000020.11	22663193.0	22664186.0	plus	0.0		
9606	Homo sapiens	127892759	0	live	LOC127892759		OCT4-NANOG hESC enhancer GRCh37_chr20:22592186-22592856			20	NC_000020.11	22611548.0	22612218.0	plus	0.0		
9606	Homo sapiens	127892752	0	live	LOC127892752		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr20:22560039-22560994			20	NC_000020.11	22579401.0	22580356.0	plus	0.0		
9606	Homo sapiens	127892751	0	live	LOC127892751		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr20:22559083-22560038			20	NC_000020.11	22578445.0	22579400.0	plus	0.0		
9606	Homo sapiens	127892749	0	live	LOC127892749		OCT4-NANOG hESC enhancer GRCh37_chr20:22552037-22552636			20	NC_000020.11	22571399.0	22571998.0	plus	0.0		
9606	Homo sapiens	127892746	0	live	LOC127892746		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr20:22544401-22544926			20	NC_000020.11	22563763.0	22564288.0	plus	0.0		
9606	Homo sapiens	127892745	0	live	LOC127892745		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr20:22543873-22544400			20	NC_000020.11	22563235.0	22563762.0	plus	0.0		
9606	Homo sapiens	127892743	0	live	LOC127892743		OCT4-NANOG hESC enhancer GRCh37_chr20:22436641-22437455			20	NC_000020.11	22456003.0	22456817.0	plus	0.0		
9606	Homo sapiens	127892740	0	live	LOC127892740		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:22026257-22026923			20	NC_000020.11	22045619.0	22046285.0	plus	0.0		
9606	Homo sapiens	127892738	0	live	LOC127892738		OCT4-NANOG hESC enhancer GRCh37_chr20:21917369-21917960			20	NC_000020.11	21936731.0	21937322.0	plus	0.0		
9606	Homo sapiens	127892724	0	live	LOC127892724		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:21081423-21082292			20	NC_000020.11	21100782.0	21101651.0	plus	0.0		
9606	Homo sapiens	127892723	0	live	LOC127892723		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr20:21070570-21071121			20	NC_000020.11	21089929.0	21090480.0	plus	0.0		
9606	Homo sapiens	127892719	0	live	LOC127892719		OCT4-NANOG hESC enhancer GRCh37_chr20:20795309-20795885			20	NC_000020.11	20814666.0	20815242.0	plus	0.0		
9606	Homo sapiens	127892705	0	live	LOC127892705		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr20:19939385-19940116			20	NC_000020.11	19958741.0	19959472.0	plus	0.0		
9606	Homo sapiens	127892701	0	live	LOC127892701		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:19739291-19739865			20	NC_000020.11	19758647.0	19759221.0	plus	0.0		
9606	Homo sapiens	127892697	0	live	LOC127892697		OCT4-NANOG hESC enhancer GRCh37_chr20:19600691-19601604			20	NC_000020.11	19620047.0	19620960.0	plus	0.0		
9606	Homo sapiens	127892695	0	live	LOC127892695		OCT4-NANOG hESC enhancer GRCh37_chr20:19188093-19188651			20	NC_000020.11	19207449.0	19208007.0	plus	0.0		
9606	Homo sapiens	127892692	0	live	LOC127892692		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:18663802-18664671			20	NC_000020.11	18683158.0	18684027.0	plus	0.0		
9606	Homo sapiens	127892686	0	live	LOC127892686		OCT4-NANOG hESC enhancer GRCh37_chr20:18304193-18304816			20	NC_000020.11	18323549.0	18324172.0	plus	0.0		
9606	Homo sapiens	127892662	0	live	LOC127892662		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:17851770-17852498			20	NC_000020.11	17871126.0	17871854.0	plus	0.0		
9606	Homo sapiens	127892658	0	live	LOC127892658		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:17733069-17733774			20	NC_000020.11	17752424.0	17753129.0	plus	0.0		
9606	Homo sapiens	127892629	0	live	LOC127892629		OCT4-NANOG hESC enhancer GRCh37_chr20:15608178-15608731			20	NC_000020.11	15627533.0	15628086.0	plus	0.0		
9606	Homo sapiens	127892628	0	live	LOC127892628		OCT4-NANOG hESC enhancer GRCh37_chr20:15542248-15542790			20	NC_000020.11	15561603.0	15562145.0	plus	0.0		
9606	Homo sapiens	127892626	0	live	LOC127892626		OCT4-NANOG hESC enhancer GRCh37_chr20:14900087-14900936			20	NC_000020.11	14919441.0	14920290.0	plus	0.0		
9606	Homo sapiens	127892625	0	live	LOC127892625		OCT4-NANOG hESC enhancer GRCh37_chr20:14840969-14841588			20	NC_000020.11	14860323.0	14860942.0	plus	0.0		
9606	Homo sapiens	127892616	0	live	LOC127892616		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:13342905-13343739			20	NC_000020.11	13362258.0	13363092.0	plus	0.0		
9606	Homo sapiens	127892615	0	live	LOC127892615		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:13342069-13342904			20	NC_000020.11	13361422.0	13362257.0	plus	0.0		
9606	Homo sapiens	127892614	0	live	LOC127892614		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:13338225-13339146			20	NC_000020.11	13357578.0	13358499.0	plus	0.0		
9606	Homo sapiens	127892612	0	live	LOC127892612		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:12739725-12740236			20	NC_000020.11	12759078.0	12759589.0	plus	0.0		
9606	Homo sapiens	127892609	0	live	LOC127892609		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:12734065-12735030			20	NC_000020.11	12753418.0	12754383.0	plus	0.0		
9606	Homo sapiens	127892608	0	live	LOC127892608		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:12733099-12734064			20	NC_000020.11	12752452.0	12753417.0	plus	0.0		
9606	Homo sapiens	127892605	0	live	LOC127892605		OCT4-NANOG hESC enhancer GRCh37_chr20:12728856-12729533			20	NC_000020.11	12748209.0	12748886.0	plus	0.0		
9606	Homo sapiens	127892596	0	live	LOC127892596		OCT4-NANOG hESC enhancer GRCh37_chr20:11763635-11764564			20	NC_000020.11	11782987.0	11783916.0	plus	0.0		
9606	Homo sapiens	127892595	0	live	LOC127892595		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:11747420-11747958			20	NC_000020.11	11766772.0	11767310.0	plus	0.0		
9606	Homo sapiens	127892594	0	live	LOC127892594		OCT4-NANOG hESC enhancer GRCh37_chr20:11745327-11745885			20	NC_000020.11	11764679.0	11765237.0	plus	0.0		
9606	Homo sapiens	127892593	0	live	LOC127892593		OCT4-NANOG hESC enhancer GRCh37_chr20:11696703-11697204			20	NC_000020.11	11716055.0	11716556.0	plus	0.0		
9606	Homo sapiens	127892590	0	live	LOC127892590		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:11517622-11518319			20	NC_000020.11	11536974.0	11537671.0	plus	0.0		
9606	Homo sapiens	127892584	0	live	LOC127892584		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:10618175-10618971			20	NC_000020.11	10637527.0	10638323.0	plus	0.0		
9606	Homo sapiens	127892583	0	live	LOC127892583		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:10617378-10618174			20	NC_000020.11	10636730.0	10637526.0	plus	0.0		
9606	Homo sapiens	127892581	0	live	LOC127892581		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:10447220-10447919			20	NC_000020.11	10466572.0	10467271.0	plus	0.0		
9606	Homo sapiens	127892579	0	live	LOC127892579		OCT4-NANOG hESC enhancer GRCh37_chr20:10281144-10282061			20	NC_000020.11	10300496.0	10301413.0	plus	0.0		
9606	Homo sapiens	127892578	0	live	LOC127892578		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr20:10221654-10222154			20	NC_000020.11	10241006.0	10241506.0	plus	0.0		
9606	Homo sapiens	127892577	0	live	LOC127892577		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr20:10221152-10221653			20	NC_000020.11	10240504.0	10241005.0	plus	0.0		
9606	Homo sapiens	127892576	0	live	LOC127892576		OCT4-NANOG hESC enhancer GRCh37_chr20:9557290-9557799			20	NC_000020.11	9576643.0	9577152.0	plus	0.0		
9606	Homo sapiens	127892575	0	live	LOC127892575		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:9553223-9553723			20	NC_000020.11	9572576.0	9573076.0	plus	0.0		
9606	Homo sapiens	127892574	0	live	LOC127892574		OCT4-NANOG hESC enhancer GRCh37_chr20:9499300-9500006			20	NC_000020.11	9518653.0	9519359.0	plus	0.0		
9606	Homo sapiens	127892572	0	live	LOC127892572		OCT4-NANOG hESC enhancer GRCh37_chr20:9160877-9161492			20	NC_000020.11	9180230.0	9180845.0	plus	0.0		
9606	Homo sapiens	127892567	0	live	LOC127892567		OCT4-NANOG hESC enhancer GRCh37_chr20:7964803-7965420			20	NC_000020.11	7984156.0	7984773.0	plus	0.0		
9606	Homo sapiens	127892557	0	live	LOC127892557		OCT4-NANOG hESC enhancer GRCh37_chr20:5950104-5950670			20	NC_000020.11	5969458.0	5970024.0	plus	0.0		
9606	Homo sapiens	127892550	0	live	LOC127892550		OCT4-NANOG hESC enhancer GRCh37_chr20:5533770-5534499			20	NC_000020.11	5553124.0	5553853.0	plus	0.0		
9606	Homo sapiens	127892524	0	live	LOC127892524		OCT4-NANOG hESC enhancer GRCh37_chr20:4526897-4527638			20	NC_000020.11	4546251.0	4546992.0	plus	0.0		
9606	Homo sapiens	127892521	0	live	LOC127892521		OCT4-NANOG hESC enhancer GRCh37_chr20:4244845-4245360			20	NC_000020.11	4264198.0	4264713.0	plus	0.0		
9606	Homo sapiens	127892504	0	live	LOC127892504		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr20:4014121-4014765			20	NC_000020.11	4033474.0	4034118.0	plus	0.0		
9606	Homo sapiens	127892475	0	live	LOC127892475		OCT4-NANOG hESC enhancer GRCh37_chr20:3389216-3389717			20	NC_000020.11	3408569.0	3409070.0	plus	0.0		
9606	Homo sapiens	127892447	0	live	LOC127892447		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr20:2682134-2682861			20	NC_000020.11	2701488.0	2702215.0	plus	0.0		
9606	Homo sapiens	127892439	0	live	LOC127892439		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr20:2490387-2490982			20	NC_000020.11	2509741.0	2510336.0	plus	0.0		
9606	Homo sapiens	127892437	0	live	LOC127892437		OCT4-NANOG hESC enhancer GRCh37_chr20:2310613-2311195			20	NC_000020.11	2329967.0	2330549.0	plus	0.0		
9606	Homo sapiens	127892410	0	live	LOC127892410		OCT4-NANOG hESC enhancer GRCh37_chr20:1703103-1703673			20	NC_000020.11	1722457.0	1723027.0	plus	0.0		
9606	Homo sapiens	127892387	0	live	LOC127892387		OCT4-NANOG hESC enhancer GRCh37_chr20:771562-772313			20	NC_000020.11	790919.0	791670.0	plus	0.0		
9606	Homo sapiens	127892325	0	live	LOC127892325		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:58398549-58399281			19	NC_000019.10	57887181.0	57887913.0	plus	0.0		
9606	Homo sapiens	127892281	0	live	LOC127892281		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:55975839-55976561			19	NC_000019.10	55464472.0	55465194.0	plus	0.0		
9606	Homo sapiens	127892245	0	live	LOC127892245		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:55523225-55523784			19	NC_000019.10	55011857.0	55012416.0	plus	0.0		
9606	Homo sapiens	127892239	0	live	LOC127892239		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:55404756-55405506			19	NC_000019.10	54893390.0	54894142.0	plus	0.0		
9606	Homo sapiens	127892208	0	live	LOC127892208		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:54539139-54539714			19	NC_000019.10	54035885.0	54036460.0	plus	0.0		
9606	Homo sapiens	127892204	0	live	LOC127892204		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:54460576-54461110			19	NC_000019.10	53957322.0	53957856.0	plus	0.0		
9606	Homo sapiens	127892194	0	live	LOC127892194		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:54339735-54340504			19	NC_000019.10	53836481.0	53837250.0	plus	0.0		
9606	Homo sapiens	127892191	0	live	LOC127892191		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:54334349-54335116			19	NC_000019.10	53831095.0	53831862.0	plus	0.0		
9606	Homo sapiens	127892185	0	live	LOC127892185		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:54285689-54286414			19	NC_000019.10	53782435.0	53783160.0	plus	0.0		
9606	Homo sapiens	127892180	0	live	LOC127892180		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:54169745-54170633			19	NC_000019.10	53666491.0	53667379.0	plus	0.0		
9606	Homo sapiens	127892179	0	live	LOC127892179		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:54168857-54169744			19	NC_000019.10	53665603.0	53666490.0	plus	0.0		
9606	Homo sapiens	127892177	0	live	LOC127892177		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:54164485-54165374			19	NC_000019.10	53661231.0	53662120.0	plus	0.0		
9606	Homo sapiens	127892176	0	live	LOC127892176		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:54163595-54164484			19	NC_000019.10	53660341.0	53661230.0	plus	0.0		
9606	Homo sapiens	127892175	0	live	LOC127892175		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:54146969-54147762			19	NC_000019.10	53643715.0	53644508.0	plus	0.0		
9606	Homo sapiens	127892168	0	live	LOC127892168		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:54098875-54099804			19	NC_000019.10	53595621.0	53596550.0	plus	0.0		
9606	Homo sapiens	127892167	0	live	LOC127892167		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:54097943-54098874			19	NC_000019.10	53594689.0	53595620.0	plus	0.0		
9606	Homo sapiens	127892160	0	live	LOC127892160		OCT4-NANOG hESC enhancer GRCh37_chr19:53877455-53878025			19	NC_000019.10	53374202.0	53374772.0	plus	0.0		
9606	Homo sapiens	127892145	0	live	LOC127892145		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:53293023-53293553			19	NC_000019.10	52789770.0	52790300.0	plus	0.0		
9606	Homo sapiens	127892139	0	live	LOC127892139		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:53219681-53220253			19	NC_000019.10	52716428.0	52717000.0	plus	0.0		
9606	Homo sapiens	127892123	0	live	LOC127892123		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:53062249-53062862			19	NC_000019.10	52558996.0	52559609.0	plus	0.0		
9606	Homo sapiens	127892122	0	live	LOC127892122		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:53061637-53062248			19	NC_000019.10	52558384.0	52558995.0	plus	0.0		
9606	Homo sapiens	127892118	0	live	LOC127892118		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:53003665-53004504			19	NC_000019.10	52500412.0	52501251.0	plus	0.0		
9606	Homo sapiens	127892114	0	live	LOC127892114		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:52987371-52988156			19	NC_000019.10	52484118.0	52484903.0	plus	0.0		
9606	Homo sapiens	127892102	0	live	LOC127892102		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:52410420-52411095			19	NC_000019.10	51907167.0	51907842.0	plus	0.0		
9606	Homo sapiens	127892101	0	live	LOC127892101		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:52408912-52409536			19	NC_000019.10	51905659.0	51906283.0	plus	0.0		
9606	Homo sapiens	127892081	0	live	LOC127892081		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:51796403-51797081			19	NC_000019.10	51293149.0	51293827.0	plus	0.0		
9606	Homo sapiens	127892080	0	live	LOC127892080		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:51795724-51796402			19	NC_000019.10	51292470.0	51293148.0	plus	0.0		
9606	Homo sapiens	127891947	0	live	LOC127891947		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr19:49382795-49383507			19	NC_000019.10	48879538.0	48880250.0	plus	0.0		
9606	Homo sapiens	127891931	0	live	LOC127891931		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr19:49177831-49178479			19	NC_000019.10	48674574.0	48675222.0	plus	0.0		
9606	Homo sapiens	127891889	0	live	LOC127891889		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:48565204-48565796			19	NC_000019.10	48061947.0	48062539.0	plus	0.0		
9606	Homo sapiens	127891888	0	live	LOC127891888		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:48564610-48565203			19	NC_000019.10	48061353.0	48061946.0	plus	0.0		
9606	Homo sapiens	127891884	0	live	LOC127891884		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:48353157-48353960			19	NC_000019.10	47849900.0	47850703.0	plus	0.0		
9606	Homo sapiens	127891883	0	live	LOC127891883		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:48352354-48353156			19	NC_000019.10	47849097.0	47849899.0	plus	0.0		
9606	Homo sapiens	127891841	0	live	LOC127891841		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:47660841-47661382			19	NC_000019.10	47157584.0	47158125.0	plus	0.0		
9606	Homo sapiens	127891840	0	live	LOC127891840		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:47660297-47660840			19	NC_000019.10	47157040.0	47157583.0	plus	0.0		
9606	Homo sapiens	127891819	0	live	LOC127891819		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:47288509-47289110			19	NC_000019.10	46785252.0	46785853.0	plus	0.0		
9606	Homo sapiens	127891753	0	live	LOC127891753		OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr19:46066707-46067504			19	NC_000019.10	45563449.0	45564246.0	plus	0.0		
9606	Homo sapiens	127891644	0	live	LOC127891644		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:42977425-42978405			19	NC_000019.10	42473273.0	42474253.0	plus	0.0		
9606	Homo sapiens	127891643	0	live	LOC127891643		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:42975464-42976444			19	NC_000019.10	42471312.0	42472292.0	plus	0.0		
9606	Homo sapiens	127891615	0	live	LOC127891615		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:42536134-42536906			19	NC_000019.10	42031982.0	42032754.0	plus	0.0		
9606	Homo sapiens	127891613	0	live	LOC127891613		OCT4-NANOG-H3K4me1 hESC enhancer GRCh37_chr19:42435363-42435894			19	NC_000019.10	41931211.0	41931742.0	plus	0.0		
9606	Homo sapiens	127891481	0	live	LOC127891481		OCT4-NANOG hESC enhancer GRCh37_chr19:39314813-39315370			19	NC_000019.10	38824173.0	38824730.0	plus	0.0		
9606	Homo sapiens	127891459	0	live	LOC127891459		OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr19:39121815-39122606			19	NC_000019.10	38631175.0	38631966.0	plus	0.0		
